,0,1,2,3
104,2,5,4,0
105,5,4,5,0
106,4,5,3,0
107,5,3,1,1
108,3,1,4,1
109,1,4,1,0
110,4,1,5,-1
111,1,5,0,0
112,5,0,5,1
113,0,5,0,0
114,5,0,5,1
115,0,5,1,0
116,5,1,4,1
117,1,4,3,1
118,4,3,0,-1
119,3,0,0,1
120,0,0,2,0
121,0,2,4,1
122,2,4,3,1
123,4,3,4,0
124,3,4,0,1
125,4,0,0,1
126,0,0,5,0
127,0,5,0,1
128,5,0,2,0
129,0,2,3,0
130,2,3,1,0
131,3,1,2,1
132,1,2,2,0
133,2,2,5,0
134,2,5,2,1
135,5,2,0,1
136,2,0,4,-1
137,0,4,4,0
138,4,4,0,1
139,4,0,0,1
140,0,0,5,0
141,0,5,5,0
142,5,5,3,1
143,5,3,4,-1
144,3,4,0,0
145,4,0,5,0
146,0,5,0,-1
147,5,0,2,1
148,0,2,2,0
149,2,2,2,0
150,2,2,3,0
151,2,3,3,0
152,3,3,0,0
153,3,0,3,1
154,0,3,0,1
155,3,0,5,0
156,0,5,0,0
157,5,0,2,0
158,0,2,2,0
159,2,2,2,0
160,2,2,0,0
161,2,0,3,-1
162,0,3,2,0
163,3,2,1,1
164,2,1,2,0
165,1,2,5,1
166,2,5,2,-1
167,5,2,2,0
168,2,2,2,0
169,2,2,2,0
170,2,2,0,1
171,2,0,2,0
172,0,2,1,1
173,2,1,3,-1
174,1,3,5,0
175,3,5,2,1
176,5,2,0,1
177,2,0,1,0
178,0,1,2,0
179,1,2,5,0
180,2,5,0,0
181,5,0,1,0
182,0,1,2,1
183,1,2,3,0
184,2,3,0,1
185,3,0,2,1
186,0,2,5,1
187,2,5,3,1
188,5,3,1,0
189,3,1,2,1
190,1,2,1,0
191,2,1,1,1
192,1,1,4,-1
193,1,4,3,0
194,4,3,2,1
195,3,2,3,1
196,2,3,1,1
197,3,1,2,1
198,1,2,1,0
199,2,1,1,-1
200,1,1,0,1
201,1,0,0,1
202,0,0,2,0
203,0,2,0,1
204,2,0,2,0
205,0,2,2,0
206,2,2,2,0
207,2,2,0,1
208,2,0,5,0
209,0,5,2,0
210,5,2,0,0
211,2,0,1,0
212,0,1,1,1
213,1,1,0,1
214,1,0,0,1
215,0,0,3,1
216,0,3,1,1
217,3,1,4,1
218,1,4,2,1
219,4,2,5,0
220,2,5,0,1
221,5,0,5,1
222,0,5,0,1
223,5,0,2,0
224,0,2,3,0
225,2,3,3,0
226,3,3,5,1
227,3,5,0,0
228,5,0,4,1
229,0,4,3,0
230,4,3,4,1
231,3,4,4,0
232,4,4,1,0
233,4,1,4,1
234,1,4,2,1
235,4,2,2,0
236,2,2,2,0
237,2,2,1,0
238,2,1,0,0
239,1,0,0,1
240,0,0,3,1
241,0,3,4,1
242,3,4,3,0
243,4,3,2,0
244,3,2,5,1
245,2,5,0,1
246,5,0,5,0
247,0,5,3,0
248,5,3,4,-1
249,3,4,3,0
250,4,3,1,1
251,3,1,5,1
252,1,5,0,1
253,5,0,5,1
254,0,5,2,1
255,5,2,0,0
256,2,0,0,1
257,0,0,0,1
258,0,0,2,0
259,0,2,0,0
260,2,0,1,0
261,0,1,0,1
262,1,0,0,1
263,0,0,4,1
264,0,4,2,1
265,4,2,3,0
266,2,3,1,0
267,3,1,4,1
268,1,4,0,0
269,4,0,1,1
270,0,1,5,-1
271,1,5,1,1
272,5,1,3,1
273,1,3,1,1
274,3,1,5,0
275,1,5,3,0
276,5,3,3,1
277,3,3,5,1
278,3,5,0,0
279,5,0,1,0
280,0,1,1,1
281,1,1,3,-1
282,1,3,1,-1
283,3,1,4,-1
284,1,4,2,1
285,4,2,4,1
286,2,4,4,0
287,4,4,1,1
288,4,1,5,-1
289,1,5,0,1
290,5,0,2,0
291,0,2,0,1
292,2,0,5,0
293,0,5,0,1
294,5,0,0,1
295,0,0,4,0
296,0,4,2,1
297,4,2,3,0
298,2,3,3,0
299,3,3,5,1
