,0,1,2,3,4
116,3,2,5,0,
117,2,5,1,1,
118,5,1,5,0,
119,1,5,3,1,
120,5,3,3,0,
121,3,3,1,1,
122,3,1,1,0,
123,1,1,3,0,
124,1,3,1,0,
125,3,1,1,1,
126,1,1,3,0,
127,1,3,1,1,
128,3,1,1,0,
129,1,1,5,1,
130,1,5,2,1,
131,5,2,5,-1,
132,2,5,2,0,
133,5,2,2,0,
134,2,2,2,0,
135,2,2,2,0,
136,2,2,1,0,
137,2,1,2,1,
138,1,2,0,1,
139,2,0,4,1,
140,0,4,1,1,
141,4,1,1,0,
142,1,1,5,0,
143,1,5,2,0,
144,5,2,4,1,
145,2,4,4,0,
146,4,4,3,1,
147,4,3,2,1,
148,3,2,4,-1,
149,2,4,3,1,
150,4,3,2,0,
151,3,2,5,-1,
152,2,5,2,1,
153,5,2,0,1,
154,2,0,4,-1,
155,0,4,0,0,
156,4,0,1,0,
157,0,1,1,1,
158,1,1,0,-1,
159,1,0,5,0,
160,0,5,5,0,
161,5,5,5,0,
162,5,5,5,0,
163,5,5,1,1,
164,5,1,3,0,
165,1,3,1,1,
166,3,1,2,1,
167,1,2,5,1,
168,2,5,0,1,
169,5,0,0,1,
170,0,0,2,1,
171,0,2,0,0,
172,2,0,4,0,
173,0,4,3,1,
174,4,3,2,1,
175,3,2,3,0,
176,2,3,5,1,
177,3,5,5,0,
178,5,5,2,1,
179,5,2,5,1,
180,2,5,0,1,
181,5,0,0,1,
182,0,0,1,1,
183,0,1,1,0,
184,1,1,5,1,
185,1,5,3,0,
186,5,3,2,0,
187,3,2,5,0,
188,2,5,1,0,
189,5,1,5,-1,
190,1,5,4,1,
191,5,4,0,0,
192,4,0,5,0,
193,0,5,0,0,
194,5,0,4,1,
195,0,4,2,-1,
196,4,2,1,1,
197,2,1,5,0,
198,1,5,2,0,
199,5,2,5,1,
200,2,5,0,0,
201,5,0,1,0,
202,0,1,2,1,
203,1,2,4,-1,
204,2,4,0,0,
205,4,0,4,-1,
206,0,4,0,-1,
207,4,0,4,0,
208,0,4,1,1,
209,4,1,3,0,
210,1,3,3,0,
211,3,3,1,0,
212,3,1,3,0,
213,1,3,1,0,
214,3,1,0,1,
215,1,0,5,1,
216,0,5,0,1,
217,5,0,0,1,
218,0,0,2,0,
219,0,2,0,0,
220,2,0,3,0,
221,0,3,2,-1,
222,3,2,2,0,
223,2,2,5,0,
224,2,5,5,0,
225,5,5,2,1,
226,5,2,5,1,
227,2,5,0,0,
228,5,0,3,1,
229,0,3,0,1,
230,3,0,2,0,
231,0,2,0,1,
232,2,0,4,0,
233,0,4,2,1,
234,4,2,5,0,
235,2,5,2,0,
236,5,2,0,0,
237,2,0,0,1,
238,0,0,1,1,
239,0,1,2,0,
240,1,2,4,0,
241,2,4,0,0,
242,4,0,1,0,
243,0,1,4,1,
244,1,4,1,1,
245,4,1,0,0,
246,1,0,2,1,
247,0,2,5,0,
248,2,5,1,0,
249,5,1,4,1,
250,1,4,1,0,
251,4,1,5,0,
252,1,5,3,1,
253,5,3,4,-1,
254,3,4,2,1,
255,4,2,2,0,
256,2,2,0,1,
257,2,0,0,1,
258,0,0,1,1,
259,0,1,1,0,
260,1,1,5,1,
261,1,5,3,0,
262,5,3,5,0,
263,3,5,1,1,
264,5,1,1,0,
265,1,1,1,0,
266,1,1,5,1,
267,1,5,3,0,
268,5,3,2,0,
269,3,2,2,0,
270,2,2,0,1,
271,2,0,4,-1,
272,0,4,3,0,
273,4,3,4,-1,
274,3,4,1,1,
275,4,1,2,0,
276,1,2,5,1,
277,2,5,5,0,
278,5,5,2,1,
279,5,2,3,-1,
280,2,3,2,0,
281,3,2,2,0,
282,2,2,2,1,
283,2,2,0,1,
284,2,0,0,1,
285,0,0,1,1,
286,0,1,2,0,
287,1,2,5,1,
288,2,5,5,0,
289,5,5,2,0,
290,5,2,4,0,
291,2,4,3,-1,
292,4,3,1,1,
293,3,1,3,1,
294,1,3,1,0,
295,3,1,3,0,
296,1,3,3,0,
297,3,3,1,0,
298,3,1,1,1,
299,1,1,4,0,
300,model: REINFORCE,episode: 300,T: 2,Num of Category: 6,M(Batch): 3
