,0,1,2,3,4
190,1,5,0,1,
191,5,0,2,1,
192,0,2,0,1,
193,2,0,5,0,
194,0,5,5,0,
195,5,5,2,0,
196,5,2,2,0,
197,2,2,1,0,
198,2,1,1,0,
199,1,1,1,1,
200,1,1,3,0,
201,1,3,4,0,
202,3,4,0,1,
203,4,0,5,-1,
204,0,5,1,1,
205,5,1,0,1,
206,1,0,5,1,
207,0,5,1,1,
208,5,1,5,0,
209,1,5,1,1,
210,5,1,2,1,
211,1,2,0,1,
212,2,0,0,1,
213,0,0,5,-1,
214,0,5,0,1,
215,5,0,0,1,
216,0,0,0,1,
217,0,0,4,1,
218,0,4,0,0,
219,4,0,2,1,
220,0,2,2,0,
221,2,2,3,0,
222,2,3,1,0,
223,3,1,5,1,
224,1,5,3,1,
225,5,3,0,0,
226,3,0,2,1,
227,0,2,4,0,
228,2,4,2,1,
229,4,2,1,0,
230,2,1,5,0,
231,1,5,2,1,
232,5,2,5,1,
233,2,5,4,0,
234,5,4,2,1,
235,4,2,4,1,
236,2,4,1,0,
237,4,1,1,0,
238,1,1,2,0,
239,1,2,0,0,
240,2,0,2,0,
241,0,2,0,0,
242,2,0,2,0,
243,0,2,1,0,
244,2,1,0,1,
245,1,0,2,0,
246,0,2,5,1,
247,2,5,0,1,
248,5,0,2,1,
249,0,2,0,0,
250,2,0,3,-1,
251,0,3,4,0,
252,3,4,4,0,
253,4,4,2,0,
254,4,2,5,0,
255,2,5,3,0,
256,5,3,2,0,
257,3,2,4,0,
258,2,4,2,0,
259,4,2,0,1,
260,2,0,3,1,
261,0,3,4,-1,
262,3,4,1,1,
263,4,1,0,0,
264,1,0,1,1,
265,0,1,2,0,
266,1,2,2,0,
267,2,2,3,-1,
268,2,3,2,0,
269,3,2,2,1,
270,2,2,4,1,
271,2,4,0,1,
272,4,0,2,1,
273,0,2,1,1,
274,2,1,3,0,
275,1,3,0,0,
276,3,0,0,1,
277,0,0,4,-1,
278,0,4,4,0,
279,4,4,0,0,
280,4,0,4,0,
281,0,4,4,0,
282,4,4,3,1,
283,4,3,1,1,
284,3,1,2,0,
285,1,2,0,0,
286,2,0,2,0,
287,0,2,1,1,
288,2,1,0,0,
289,1,0,1,1,
290,0,1,0,1,
291,1,0,0,1,
292,0,0,3,0,
293,0,3,4,1,
294,3,4,5,0,
295,4,5,0,0,
296,5,0,2,0,
297,0,2,1,1,
298,2,1,3,0,
299,1,3,0,0,
300,model: REINFORCE,episode: 300,T: 2,Num of Category: 6,M(Batch): 3

# if len(h[0]) < len(s):
        #     print("hoge")
        #     print(len(h[0]), len(s))
        #     for _ in range(len(s) - len(h[0])):
        #         ret.append("none")
