,0,1,2,3
671,0,2,0,1
672,2,0,2,1
673,0,2,3,1
674,2,3,4,1
675,3,4,0,1
676,4,0,1,0
677,0,1,0,1
678,1,0,5,1
679,0,5,0,0
680,5,0,5,0
681,0,5,4,1
682,5,4,2,1
683,4,2,3,0
684,2,3,4,0
685,3,4,3,0
686,4,3,0,0
687,3,0,5,0
688,0,5,4,0
689,5,4,2,0
690,4,2,5,0
691,2,5,3,1
692,5,3,2,1
693,3,2,4,-1
694,2,4,1,0
695,4,1,3,1
696,1,3,0,0
697,3,0,5,0
698,0,5,0,0
699,5,0,5,0
700,0,5,4,0
701,5,4,0,0
702,4,0,1,0
703,0,1,0,0
704,1,0,0,1
705,0,0,2,1
706,0,2,5,1
707,2,5,0,0
708,5,0,5,0
709,0,5,5,0
710,5,5,0,0
711,5,0,4,1
712,0,4,5,0
713,4,5,3,1
714,5,3,1,0
715,3,1,5,1
716,1,5,1,0
717,5,1,3,0
718,1,3,3,1
719,3,3,4,1
720,3,4,2,1
721,4,2,5,1
722,2,5,0,1
723,5,0,1,1
724,0,1,0,0
725,1,0,0,0
726,0,0,2,0
727,0,2,3,0
728,2,3,1,0
729,3,1,0,1
730,1,0,0,1
731,0,0,0,1
732,0,0,5,1
733,0,5,4,1
734,5,4,2,0
735,4,2,5,1
736,2,5,0,0
737,5,0,0,1
738,0,0,0,1
739,0,0,0,1
740,0,0,0,1
741,0,0,0,1
742,0,0,0,1
743,0,0,1,0
744,0,1,0,1
745,1,0,5,1
746,0,5,4,1
747,5,4,2,0
748,4,2,5,0
749,2,5,1,0
750,5,1,1,1
751,1,1,1,1
752,1,1,2,0
753,1,2,2,0
754,2,2,0,1
755,2,0,0,1
756,0,0,2,-1
757,0,2,5,0
758,2,5,3,1
759,5,3,5,1
760,3,5,0,1
761,5,0,4,1
762,0,4,5,1
763,4,5,3,0
764,5,3,5,1
765,3,5,0,0
766,5,0,0,1
767,0,0,0,1
768,0,0,0,1
769,0,0,0,1
770,0,0,0,1
771,0,0,0,1
772,0,0,0,1
773,0,0,0,1
774,0,0,5,-1
775,0,5,4,1
776,5,4,2,1
777,4,2,0,1
778,2,0,2,0
779,0,2,5,-1
780,2,5,2,0
781,5,2,2,0
782,2,2,4,1
783,2,4,5,1
784,4,5,2,1
785,5,2,2,0
786,2,2,4,0
787,2,4,1,1
788,4,1,3,1
789,1,3,0,1
790,3,0,4,0
791,0,4,5,1
792,4,5,2,1
793,5,2,0,0
794,2,0,2,1
795,0,2,3,0
796,2,3,2,0
797,3,2,2,0
798,2,2,4,1
799,2,4,1,1
800,4,1,3,0
801,1,3,5,0
802,3,5,5,0
803,5,5,2,0
804,5,2,3,1
805,2,3,0,0
806,3,0,0,1
807,0,0,0,1
808,0,0,0,1
809,0,0,0,1
810,0,0,0,1
811,0,0,0,1
812,0,0,0,1
813,0,0,0,0
814,0,0,0,-1
815,0,0,0,-1
816,0,0,2,0
817,0,2,3,0
818,2,3,4,1
819,3,4,3,0
820,4,3,1,0
821,3,1,0,0
822,1,0,0,1
823,0,0,0,1
824,0,0,0,1
825,0,0,0,1
826,0,0,0,1
827,0,0,0,1
828,0,0,0,-1
829,0,0,0,1
830,0,0,0,-1
831,0,0,0,0
832,0,0,0,-1
833,0,0,0,0
834,0,0,0,1
835,0,0,0,-1
836,0,0,0,0
837,0,0,0,-1
838,0,0,0,-1
839,0,0,0,-1
840,0,0,0,-1
841,0,0,0,-1
842,0,0,0,0
843,0,0,2,0
844,0,2,3,-1
845,2,3,4,1
846,3,4,0,0
847,4,0,1,1
848,0,1,0,1
849,1,0,0,1
850,0,0,0,1
851,0,0,0,1
852,0,0,0,1
853,0,0,0,1
854,0,0,0,1
855,0,0,0,1
856,0,0,0,1
857,0,0,0,0
858,0,0,0,0
859,0,0,0,0
860,0,0,0,0
861,0,0,0,0
862,0,0,0,0
863,0,0,1,0
864,0,1,4,1
865,1,4,3,0
866,4,3,4,1
867,3,4,0,0
868,4,0,1,1
869,0,1,0,0
870,1,0,0,1
871,0,0,0,1
872,0,0,0,1
873,0,0,0,1
874,0,0,0,1
875,0,0,0,1
876,0,0,0,1
877,0,0,0,1
878,0,0,0,1
879,0,0,2,0
880,0,2,0,1
881,2,0,0,1
882,0,0,0,1
883,0,0,0,1
884,0,0,0,1
885,0,0,0,1
886,0,0,0,1
887,0,0,2,0
888,0,2,4,0
889,2,4,2,0
890,4,2,0,1
891,2,0,0,1
892,0,0,0,1
893,0,0,0,1
894,0,0,0,1
895,0,0,0,1
896,0,0,0,1
897,0,0,0,0
898,0,0,0,-1
899,0,0,0,0
