100,5,5,1,0
101,5,1,5,0
102,1,5,4,-1
103,5,4,3,0
104,4,3,0,0
105,3,0,1,-1
106,0,1,0,1
107,1,0,5,1
108,0,5,2,0
109,5,2,4,0
110,2,4,1,0
111,4,1,3,0
112,1,3,5,0
113,3,5,4,0
114,5,4,5,0
115,4,5,3,0
116,5,3,0,0
117,3,0,0,1
118,0,0,1,0
119,0,1,0,1
120,1,0,4,0
121,0,4,5,0
122,4,5,1,0
123,5,1,3,0
124,1,3,4,0
125,3,4,3,-1
126,4,3,1,1
127,3,1,2,1
128,1,2,5,0
129,2,5,0,0
130,5,0,3,0
131,0,3,2,0
132,3,2,0,1
133,2,0,2,1
134,0,2,1,0
135,2,1,2,0
136,1,2,1,0
137,2,1,1,1
138,1,1,2,0
139,1,2,4,0
140,2,4,4,0
141,4,4,2,0
142,4,2,3,0
143,2,3,0,0
144,3,0,0,1
145,0,0,5,0
146,0,5,1,1
147,5,1,5,0
148,1,5,0,0
149,5,0,0,1
150,0,0,0,1
151,0,0,2,0
152,0,2,0,1
153,2,0,0,1
154,0,0,2,1
155,0,2,0,1
156,2,0,2,0
157,0,2,5,0
158,2,5,5,0
159,5,5,2,0
160,5,2,4,0
161,2,4,3,0
162,4,3,5,0
163,3,5,1,0
164,5,1,5,0
165,1,5,4,0
166,5,4,3,0
167,4,3,3,0
168,3,3,0,1
169,3,0,0,0
170,0,0,1,0
171,0,1,0,1
172,1,0,3,0
173,0,3,2,1
174,3,2,0,0
175,2,0,2,0
176,0,2,0,1
177,2,0,4,0
178,0,4,3,0
179,4,3,1,1
180,3,1,1,-1
181,1,1,1,0
182,1,1,0,1
183,1,0,5,0
184,0,5,1,0
185,5,1,3,0
186,1,3,3,0
187,3,3,0,1
188,3,0,4,0
189,0,4,3,0
190,4,3,0,1
191,3,0,0,1
192,0,0,5,0
193,0,5,0,1
194,5,0,4,0
195,0,4,3,0
196,4,3,2,1
197,3,2,0,1
198,2,0,4,0
199,0,4,0,-1
200,4,0,4,0
201,0,4,0,1
202,4,0,3,0
203,0,3,5,0
204,3,5,0,0
205,5,0,4,0
206,0,4,3,0
207,4,3,2,0
208,3,2,0,1
209,2,0,0,1
210,0,0,0,0
211,0,0,2,0
212,0,2,0,0
213,2,0,0,1
214,0,0,2,0
215,0,2,0,0
216,2,0,0,1
217,0,0,1,1
218,0,1,1,0
219,1,1,0,1
220,1,0,3,0
221,0,3,2,0
222,3,2,0,1
223,2,0,4,0
224,0,4,0,1
225,4,0,3,0
226,0,3,2,0
227,3,2,0,1
228,2,0,2,1
229,0,2,0,1
230,2,0,0,1
231,0,0,1,0
232,0,1,0,1
233,1,0,5,0
234,0,5,3,0
235,5,3,2,1
236,3,2,0,1
237,2,0,3,1
238,0,3,5,0
239,3,5,0,0
240,5,0,5,0
241,0,5,1,0
242,5,1,0,1
243,1,0,4,0
244,0,4,2,1
245,4,2,3,0
246,2,3,5,0
247,3,5,2,0
248,5,2,2,0
249,2,2,0,1
250,2,0,0,1
251,0,0,2,0
252,0,2,0,1
253,2,0,0,0
254,0,0,4,0
255,0,4,5,0
256,4,5,5,0
257,5,5,0,1
258,5,0,5,0
259,0,5,3,0
260,5,3,0,1
261,3,0,0,1
262,0,0,2,1
263,0,2,5,0
264,2,5,2,0
265,5,2,1,0
266,2,1,1,-1
267,1,1,4,0
268,1,4,4,0
269,4,4,5,0
270,4,5,4,0
271,5,4,2,1
272,4,2,2,1
273,2,2,0,-1
274,2,0,0,1
275,0,0,2,0
276,0,2,4,0
277,2,4,0,1
278,4,0,5,0
279,0,5,3,0
280,5,3,0,0
281,3,0,0,1
282,0,0,2,0
283,0,2,0,1
284,2,0,2,0
285,0,2,0,1
286,2,0,0,1
287,0,0,2,0
288,0,2,0,1
289,2,0,2,0
290,0,2,0,1
291,2,0,0,1
292,0,0,2,0
293,0,2,0,-1
294,2,0,0,1
295,0,0,0,1
296,0,0,0,1
297,0,0,2,0
298,0,2,0,1
299,2,0,0,0
300,0,0,1,1
301,0,1,2,0
302,1,2,2,0
