,s-4,s-3,s-2,s-1,a,r
1690,18,10,3,8,8,0.0
1691,10,3,8,8,8,0.0
1692,3,8,8,8,11,0.0
1693,8,8,8,11,18,1.0
1694,8,8,11,18,16,1.0
1695,8,11,18,16,18,0.0
1696,11,18,16,18,15,1.0
1697,18,16,18,15,18,0.0
1698,16,18,15,18,14,1.0
1699,18,15,18,14,5,1.0
1700,15,18,14,5,1,0.0
1701,18,14,5,1,16,1.0
1702,14,5,1,16,0,1.0
1703,5,1,16,0,10,1.0
1704,1,16,0,10,5,1.0
1705,16,0,10,5,0,1.0
1706,0,10,5,0,13,0.0
1707,10,5,0,13,2,0.0
1708,5,0,13,2,11,1.0
1709,0,13,2,11,3,0.0
1710,13,2,11,3,14,0.0
1711,2,11,3,14,14,0.0
1712,11,3,14,14,2,0.0
1713,3,14,14,2,17,0.0
1714,14,14,2,17,1,0.0
1715,14,2,17,1,1,1.0
1716,2,17,1,1,8,1.0
1717,17,1,1,8,10,0.0
1718,1,1,8,10,11,0.0
1719,1,8,10,11,16,0.0
1720,8,10,11,16,1,0.0
1721,10,11,16,1,8,1.0
1722,11,16,1,8,19,1.0
1723,16,1,8,19,11,0.0
1724,1,8,19,11,7,1.0
1725,8,19,11,7,15,-1.0
1726,19,11,7,15,18,1.0
1727,11,7,15,18,0,1.0
1728,7,15,18,0,5,-1.0
1729,15,18,0,5,4,0.0
1730,18,0,5,4,5,1.0
1731,0,5,4,5,10,0.0
1732,5,4,5,10,0,0.0
1733,4,5,10,0,9,0.0
1734,5,10,0,9,0,0.0
1735,10,0,9,0,1,0.0
1736,0,9,0,1,1,0.0
1737,9,0,1,1,6,1.0
1738,0,1,1,6,5,1.0
1739,1,1,6,5,19,0.0
1740,1,6,5,19,10,-1.0
1741,6,5,19,10,9,0.0
1742,5,19,10,9,14,1.0
1743,19,10,9,14,4,0.0
1744,10,9,14,4,17,1.0
1745,9,14,4,17,14,1.0
1746,14,4,17,14,12,1.0
1747,4,17,14,12,4,0.0
1748,17,14,12,4,3,0.0
1749,14,12,4,3,18,0.0
1750,12,4,3,18,17,1.0
1751,4,3,18,17,11,0.0
1752,3,18,17,11,3,0.0
1753,18,17,11,3,8,0.0
1754,17,11,3,8,6,1.0
1755,11,3,8,6,14,0.0
1756,3,8,6,14,1,0.0
1757,8,6,14,1,3,0.0
1758,6,14,1,3,5,0.0
1759,14,1,3,5,7,1.0
1760,1,3,5,7,19,-1.0
1761,3,5,7,19,12,1.0
1762,5,7,19,12,14,1.0
1763,7,19,12,14,12,1.0
1764,19,12,14,12,12,1.0
1765,12,14,12,12,11,0.0
1766,14,12,12,11,9,1.0
1767,12,12,11,9,0,1.0
1768,12,11,9,0,11,0.0
1769,11,9,0,11,11,0.0
1770,9,0,11,11,13,0.0
1771,0,11,11,13,11,0.0
1772,11,11,13,11,6,1.0
1773,11,13,11,6,16,-1.0
1774,13,11,6,16,19,1.0
1775,11,6,16,19,19,0.0
1776,6,16,19,19,17,1.0
1777,16,19,19,17,9,0.0
1778,19,19,17,9,6,1.0
1779,19,17,9,6,13,0.0
1780,17,9,6,13,2,1.0
1781,9,6,13,2,1,1.0
1782,6,13,2,1,14,1.0
1783,13,2,1,14,16,0.0
1784,2,1,14,16,16,0.0
1785,1,14,16,16,4,0.0
1786,14,16,16,4,13,0.0
1787,16,16,4,13,9,0.0
1788,16,4,13,9,5,0.0
1789,4,13,9,5,1,0.0
1790,13,9,5,1,13,0.0
1791,9,5,1,13,2,1.0
1792,5,1,13,2,9,0.0
1793,1,13,2,9,2,1.0
1794,13,2,9,2,2,0.0
1795,2,9,2,2,2,0.0
1796,9,2,2,2,6,1.0
1797,2,2,2,6,10,1.0
1798,2,2,6,10,5,0.0
1799,2,6,10,5,3,0.0
1800,6,10,5,3,17,-1.0
1801,10,5,3,17,15,1.0
1802,5,3,17,15,12,0.0
1803,3,17,15,12,6,0.0
1804,17,15,12,6,11,1.0
1805,15,12,6,11,9,0.0
1806,12,6,11,9,12,-1.0
1807,6,11,9,12,3,0.0
1808,11,9,12,3,6,0.0
1809,9,12,3,6,0,1.0
1810,12,3,6,0,0,1.0
1811,3,6,0,0,17,0.0
1812,6,0,0,17,19,-1.0
1813,0,0,17,19,9,0.0
1814,0,17,19,9,18,0.0
1815,17,19,9,18,18,-1.0
1816,19,9,18,18,0,1.0
1817,9,18,18,0,5,0.0
1818,18,18,0,5,17,1.0
1819,18,0,5,17,15,1.0
1820,0,5,17,15,8,0.0
1821,5,17,15,8,14,0.0
1822,17,15,8,14,0,1.0
1823,15,8,14,0,14,0.0
1824,8,14,0,14,10,0.0
1825,14,0,14,10,4,0.0
1826,0,14,10,4,16,-1.0
1827,14,10,4,16,18,0.0
1828,10,4,16,18,15,0.0
1829,4,16,18,15,10,1.0
1830,16,18,15,10,5,1.0
1831,18,15,10,5,8,1.0
1832,15,10,5,8,17,1.0
1833,10,5,8,17,12,1.0
1834,5,8,17,12,3,1.0
1835,8,17,12,3,8,0.0
1836,17,12,3,8,5,0.0
1837,12,3,8,5,19,1.0
1838,3,8,5,19,15,-1.0
1839,8,5,19,15,8,1.0
1840,5,19,15,8,0,0.0
1841,19,15,8,0,7,0.0
1842,15,8,0,7,11,0.0
1843,8,0,7,11,1,0.0
1844,0,7,11,1,14,0.0
1845,7,11,1,14,3,0.0
1846,11,1,14,3,16,1.0
1847,1,14,3,16,4,0.0
1848,14,3,16,4,11,1.0
1849,3,16,4,11,4,1.0
1850,16,4,11,4,3,0.0
1851,4,11,4,3,8,1.0
1852,11,4,3,8,13,0.0
1853,4,3,8,13,6,1.0
1854,3,8,13,6,5,0.0
1855,8,13,6,5,12,0.0
1856,13,6,5,12,5,0.0
1857,6,5,12,5,2,0.0
1858,5,12,5,2,2,0.0
1859,12,5,2,2,8,0.0
1860,5,2,2,8,10,0.0
1861,2,2,8,10,9,1.0
1862,2,8,10,9,8,0.0
1863,8,10,9,8,13,1.0
1864,10,9,8,13,19,0.0
1865,9,8,13,19,8,0.0
1866,8,13,19,8,10,0.0
1867,13,19,8,10,8,1.0
1868,19,8,10,8,13,0.0
1869,8,10,8,13,7,0.0
1870,10,8,13,7,13,0.0
1871,8,13,7,13,19,-1.0
1872,13,7,13,19,4,0.0
1873,7,13,19,4,8,1.0
1874,13,19,4,8,17,0.0
1875,19,4,8,17,19,0.0
1876,4,8,17,19,17,0.0
1877,8,17,19,17,19,0.0
1878,17,19,17,19,19,-1.0
1879,19,17,19,19,16,1.0
1880,17,19,19,16,8,-1.0
1881,19,19,16,8,12,0.0
1882,19,16,8,12,2,1.0
1883,16,8,12,2,8,1.0
1884,8,12,2,8,12,1.0
1885,12,2,8,12,1,0.0
1886,2,8,12,1,4,0.0
1887,8,12,1,4,11,0.0
1888,12,1,4,11,7,0.0
1889,1,4,11,7,2,1.0
1890,4,11,7,2,15,0.0
1891,11,7,2,15,9,0.0
1892,7,2,15,9,1,0.0
1893,2,15,9,1,8,1.0
1894,15,9,1,8,4,1.0
1895,9,1,8,4,19,1.0
1896,1,8,4,19,18,0.0
1897,8,4,19,18,0,1.0
1898,4,19,18,0,16,0.0
1899,19,18,0,16,12,0.0
1900,18,0,16,12,19,1.0
1901,0,16,12,19,13,0.0
1902,16,12,19,13,19,0.0
1903,12,19,13,19,6,0.0
1904,19,13,19,6,16,1.0
1905,13,19,6,16,9,0.0
1906,19,6,16,9,12,1.0
1907,6,16,9,12,10,1.0
1908,16,9,12,10,10,0.0
1909,9,12,10,10,15,0.0
1910,12,10,10,15,10,1.0
1911,10,10,15,10,4,1.0
1912,10,15,10,4,14,1.0
1913,15,10,4,14,1,1.0
1914,10,4,14,1,6,0.0
1915,4,14,1,6,2,0.0
1916,14,1,6,2,1,0.0
1917,1,6,2,1,13,1.0
1918,6,2,1,13,19,0.0
1919,2,1,13,19,0,1.0
1920,1,13,19,0,1,0.0
1921,13,19,0,1,9,0.0
1922,19,0,1,9,14,0.0
1923,0,1,9,14,2,0.0
1924,1,9,14,2,5,0.0
1925,9,14,2,5,3,0.0
1926,14,2,5,3,12,1.0
1927,2,5,3,12,18,1.0
1928,5,3,12,18,15,1.0
1929,3,12,18,15,0,0.0
1930,12,18,15,0,18,0.0
1931,18,15,0,18,12,0.0
1932,15,0,18,12,10,0.0
1933,0,18,12,10,15,1.0
1934,18,12,10,15,16,1.0
1935,12,10,15,16,1,-1.0
1936,10,15,16,1,16,1.0
1937,15,16,1,16,16,0.0
1938,16,1,16,16,8,1.0
1939,1,16,16,8,0,1.0
1940,16,16,8,0,19,1.0
1941,16,8,0,19,8,1.0
1942,8,0,19,8,11,0.0
1943,0,19,8,11,7,0.0
1944,19,8,11,7,11,1.0
1945,8,11,7,11,14,1.0
1946,11,7,11,14,12,0.0
1947,7,11,14,12,18,0.0
1948,11,14,12,18,6,0.0
1949,14,12,18,6,16,1.0
1950,12,18,6,16,10,1.0
1951,18,6,16,10,12,1.0
1952,6,16,10,12,17,0.0
1953,16,10,12,17,15,0.0
1954,10,12,17,15,16,-1.0
1955,12,17,15,16,11,-1.0
1956,17,15,16,11,8,0.0
1957,15,16,11,8,2,1.0
1958,16,11,8,2,6,0.0
1959,11,8,2,6,6,1.0
1960,8,2,6,6,10,0.0
1961,2,6,6,10,3,0.0
1962,6,6,10,3,2,0.0
1963,6,10,3,2,9,-1.0
1964,10,3,2,9,7,1.0
1965,3,2,9,7,13,1.0
1966,2,9,7,13,7,0.0
1967,9,7,13,7,1,1.0
1968,7,13,7,1,10,1.0
1969,13,7,1,10,16,0.0
1970,7,1,10,16,16,0.0
1971,1,10,16,16,12,0.0
1972,10,16,16,12,19,1.0
1973,16,16,12,19,10,0.0
1974,16,12,19,10,6,0.0
1975,12,19,10,6,8,0.0
1976,19,10,6,8,7,0.0
1977,10,6,8,7,2,1.0
1978,6,8,7,2,14,1.0
1979,8,7,2,14,15,0.0
1980,7,2,14,15,5,-1.0
1981,2,14,15,5,11,1.0
1982,14,15,5,11,4,-1.0
1983,15,5,11,4,7,0.0
1984,5,11,4,7,1,1.0
1985,11,4,7,1,17,0.0
1986,4,7,1,17,5,0.0
1987,7,1,17,5,3,0.0
1988,1,17,5,3,4,1.0
1989,17,5,3,4,7,1.0
1990,5,3,4,7,4,0.0
1991,3,4,7,4,4,0.0
1992,4,7,4,4,10,-1.0
1993,7,4,4,10,12,1.0
1994,4,4,10,12,6,0.0
1995,4,10,12,6,16,0.0
1996,10,12,6,16,8,0.0
1997,12,6,16,8,18,0.0
1998,6,16,8,18,0,0.0
1999,16,8,18,0,10,1.0
2000,8,18,0,10,3,0.0
2001,18,0,10,3,11,0.0
2002,0,10,3,11,15,0.0
2003,10,3,11,15,3,0.0
2004,3,11,15,3,0,0.0
2005,11,15,3,0,15,-1.0
2006,15,3,0,15,18,1.0
2007,3,0,15,18,13,0.0
2008,0,15,18,13,9,0.0
2009,15,18,13,9,9,0.0
2010,18,13,9,9,9,0.0
2011,13,9,9,9,14,1.0
2012,9,9,9,14,16,1.0
2013,9,9,14,16,1,0.0
2014,9,14,16,1,16,1.0
2015,14,16,1,16,5,1.0
2016,16,1,16,5,17,0.0
2017,1,16,5,17,0,0.0
2018,16,5,17,0,8,1.0
2019,5,17,0,8,2,1.0
2020,17,0,8,2,7,0.0
2021,0,8,2,7,13,0.0
2022,8,2,7,13,3,0.0
2023,2,7,13,3,1,1.0
2024,7,13,3,1,1,1.0
2025,13,3,1,1,12,0.0
2026,3,1,1,12,10,0.0
2027,1,1,12,10,11,0.0
2028,1,12,10,11,5,1.0
2029,12,10,11,5,8,0.0
2030,10,11,5,8,16,1.0
2031,11,5,8,16,1,0.0
2032,5,8,16,1,18,0.0
2033,8,16,1,18,14,0.0
2034,16,1,18,14,19,0.0
2035,1,18,14,19,18,0.0
2036,18,14,19,18,13,1.0
2037,14,19,18,13,8,1.0
2038,19,18,13,8,7,0.0
2039,18,13,8,7,0,0.0
2040,13,8,7,0,10,1.0
2041,8,7,0,10,9,1.0
2042,7,0,10,9,6,0.0
2043,0,10,9,6,1,1.0
2044,10,9,6,1,14,0.0
2045,9,6,1,14,4,0.0
2046,6,1,14,4,16,0.0
2047,1,14,4,16,8,1.0
2048,14,4,16,8,8,1.0
2049,4,16,8,8,13,0.0
2050,16,8,8,13,17,-1.0
2051,8,8,13,17,9,0.0
2052,8,13,17,9,9,0.0
2053,13,17,9,9,14,1.0
2054,17,9,9,14,5,-1.0
2055,9,9,14,5,19,0.0
2056,9,14,5,19,16,0.0
2057,14,5,19,16,7,1.0
2058,5,19,16,7,14,1.0
2059,19,16,7,14,18,0.0
2060,16,7,14,18,3,0.0
2061,7,14,18,3,13,0.0
2062,14,18,3,13,19,0.0
2063,18,3,13,19,3,0.0
2064,3,13,19,3,17,1.0
2065,13,19,3,17,9,1.0
2066,19,3,17,9,10,0.0
2067,3,17,9,10,7,0.0
2068,17,9,10,7,18,0.0
2069,9,10,7,18,2,0.0
2070,10,7,18,2,18,1.0
2071,7,18,2,18,16,-1.0
2072,18,2,18,16,1,0.0
2073,2,18,16,1,5,0.0
2074,18,16,1,5,7,1.0
2075,16,1,5,7,0,0.0
2076,1,5,7,0,11,1.0
2077,5,7,0,11,0,0.0
2078,7,0,11,0,16,0.0
2079,0,11,0,16,8,0.0
2080,11,0,16,8,13,0.0
2081,0,16,8,13,16,1.0
2082,16,8,13,16,15,0.0
2083,8,13,16,15,4,0.0
2084,13,16,15,4,19,0.0
2085,16,15,4,19,6,0.0
2086,15,4,19,6,17,0.0
2087,4,19,6,17,13,0.0
2088,19,6,17,13,0,0.0
2089,6,17,13,0,14,1.0
2090,17,13,0,14,12,1.0
2091,13,0,14,12,8,1.0
2092,0,14,12,8,7,1.0
2093,14,12,8,7,0,0.0
2094,12,8,7,0,19,1.0
2095,8,7,0,19,18,1.0
2096,7,0,19,18,10,-1.0
2097,0,19,18,10,10,0.0
2098,19,18,10,10,15,0.0
2099,18,10,10,15,16,1.0
2100,10,10,15,16,17,0.0
2101,10,15,16,17,12,1.0
2102,15,16,17,12,2,0.0
2103,16,17,12,2,3,0.0
2104,17,12,2,3,14,0.0
2105,12,2,3,14,14,0.0
2106,2,3,14,14,5,0.0
2107,3,14,14,5,5,0.0
2108,14,14,5,5,6,1.0
2109,14,5,5,6,10,0.0
2110,5,5,6,10,3,-1.0
2111,5,6,10,3,10,0.0
2112,6,10,3,10,2,0.0
2113,10,3,10,2,3,0.0
2114,3,10,2,3,15,0.0
2115,10,2,3,15,14,0.0
2116,2,3,15,14,7,1.0
2117,3,15,14,7,3,0.0
2118,15,14,7,3,3,1.0
2119,14,7,3,3,1,0.0
2120,7,3,3,1,12,1.0
2121,3,3,1,12,7,1.0
2122,3,1,12,7,3,-1.0
2123,1,12,7,3,0,1.0
2124,12,7,3,0,13,1.0
2125,7,3,0,13,16,0.0
2126,3,0,13,16,10,0.0
2127,0,13,16,10,2,0.0
2128,13,16,10,2,11,0.0
2129,16,10,2,11,15,0.0
2130,10,2,11,15,7,0.0
2131,2,11,15,7,3,1.0
2132,11,15,7,3,11,1.0
2133,15,7,3,11,0,1.0
2134,7,3,11,0,5,0.0
2135,3,11,0,5,18,0.0
2136,11,0,5,18,7,0.0
2137,0,5,18,7,0,1.0
2138,5,18,7,0,12,1.0
2139,18,7,0,12,16,0.0
2140,7,0,12,16,1,1.0
2141,0,12,16,1,13,0.0
2142,12,16,1,13,15,1.0
2143,16,1,13,15,8,0.0
2144,1,13,15,8,10,1.0
2145,13,15,8,10,1,0.0
2146,15,8,10,1,12,0.0
2147,8,10,1,12,2,1.0
2148,10,1,12,2,8,0.0
2149,1,12,2,8,10,1.0
2150,12,2,8,10,15,1.0
2151,2,8,10,15,16,1.0
2152,8,10,15,16,9,0.0
2153,10,15,16,9,17,1.0
2154,15,16,9,17,8,1.0
2155,16,9,17,8,19,0.0
2156,9,17,8,19,16,1.0
2157,17,8,19,16,4,0.0
2158,8,19,16,4,10,1.0
2159,19,16,4,10,14,1.0
2160,16,4,10,14,8,0.0
2161,4,10,14,8,5,1.0
2162,10,14,8,5,17,-1.0
2163,14,8,5,17,12,1.0
2164,8,5,17,12,18,0.0
2165,5,17,12,18,18,1.0
2166,17,12,18,18,0,1.0
2167,12,18,18,0,17,1.0
2168,18,18,0,17,2,1.0
2169,18,0,17,2,11,-1.0
2170,0,17,2,11,1,0.0
2171,17,2,11,1,14,0.0
2172,2,11,1,14,19,1.0
2173,11,1,14,19,8,0.0
2174,1,14,19,8,15,0.0
2175,14,19,8,15,5,-1.0
2176,19,8,15,5,5,0.0
2177,8,15,5,5,9,0.0
2178,15,5,5,9,15,0.0
2179,5,5,9,15,15,0.0
2180,5,9,15,15,2,0.0
2181,9,15,15,2,8,1.0
2182,15,15,2,8,17,1.0
2183,15,2,8,17,8,0.0
2184,2,8,17,8,6,0.0
2185,8,17,8,6,13,1.0
2186,17,8,6,13,19,0.0
2187,8,6,13,19,1,0.0
2188,6,13,19,1,19,1.0
2189,13,19,1,19,2,1.0
2190,19,1,19,2,11,-1.0
2191,1,19,2,11,16,1.0
2192,19,2,11,16,1,1.0
2193,2,11,16,1,6,0.0
2194,11,16,1,6,9,1.0
2195,16,1,6,9,2,0.0
2196,1,6,9,2,13,1.0
2197,6,9,2,13,14,0.0
2198,9,2,13,14,12,0.0
2199,2,13,14,12,0,0.0
2200,13,14,12,0,3,0.0
2201,14,12,0,3,13,1.0
2202,12,0,3,13,3,0.0
2203,0,3,13,3,9,0.0
2204,3,13,3,9,11,0.0
2205,13,3,9,11,17,0.0
2206,3,9,11,17,4,1.0
2207,9,11,17,4,19,1.0
2208,11,17,4,19,0,1.0
2209,17,4,19,0,0,1.0
2210,4,19,0,0,7,0.0
2211,19,0,0,7,13,1.0
2212,0,0,7,13,15,0.0
2213,0,7,13,15,12,1.0
2214,7,13,15,12,10,1.0
2215,13,15,12,10,14,1.0
2216,15,12,10,14,13,1.0
2217,12,10,14,13,12,0.0
2218,10,14,13,12,9,0.0
2219,14,13,12,9,6,1.0
2220,13,12,9,6,1,0.0
2221,12,9,6,1,4,-1.0
2222,9,6,1,4,4,0.0
2223,6,1,4,4,9,0.0
2224,1,4,4,9,16,0.0
2225,4,4,9,16,9,0.0
2226,4,9,16,9,11,0.0
2227,9,16,9,11,17,1.0
2228,16,9,11,17,15,0.0
2229,9,11,17,15,0,1.0
2230,11,17,15,0,19,1.0
2231,17,15,0,19,1,1.0
2232,15,0,19,1,15,0.0
2233,0,19,1,15,14,1.0
2234,19,1,15,14,17,0.0
2235,1,15,14,17,4,1.0
2236,15,14,17,4,12,1.0
2237,14,17,4,12,7,0.0
2238,17,4,12,7,12,1.0
2239,4,12,7,12,12,1.0
2240,12,7,12,12,19,1.0
2241,7,12,12,19,6,1.0
2242,12,12,19,6,11,1.0
2243,12,19,6,11,10,-1.0
2244,19,6,11,10,14,0.0
2245,6,11,10,14,18,1.0
2246,11,10,14,18,6,0.0
2247,10,14,18,6,1,1.0
2248,14,18,6,1,17,0.0
2249,18,6,1,17,2,0.0
2250,6,1,17,2,5,1.0
2251,1,17,2,5,2,0.0
2252,17,2,5,2,5,0.0
2253,2,5,2,5,5,0.0
2254,5,2,5,5,17,1.0
2255,2,5,5,17,8,0.0
2256,5,5,17,8,1,1.0
2257,5,17,8,1,3,0.0
2258,17,8,1,3,3,0.0
2259,8,1,3,3,15,1.0
2260,1,3,3,15,4,-1.0
2261,3,3,15,4,9,1.0
2262,3,15,4,9,1,0.0
2263,15,4,9,1,16,1.0
2264,4,9,1,16,11,0.0
2265,9,1,16,11,17,0.0
2266,1,16,11,17,9,1.0
2267,16,11,17,9,7,1.0
2268,11,17,9,7,1,0.0
2269,17,9,7,1,17,1.0
2270,9,7,1,17,13,0.0
2271,7,1,17,13,2,0.0
2272,1,17,13,2,0,1.0
2273,17,13,2,0,18,1.0
2274,13,2,0,18,12,1.0
2275,2,0,18,12,11,1.0
2276,0,18,12,11,17,0.0
2277,18,12,11,17,4,0.0
2278,12,11,17,4,13,1.0
2279,11,17,4,13,19,0.0
2280,17,4,13,19,19,0.0
2281,4,13,19,19,9,1.0
2282,13,19,19,9,4,0.0
2283,19,19,9,4,3,1.0
2284,19,9,4,3,5,1.0
2285,9,4,3,5,8,1.0
2286,4,3,5,8,6,0.0
2287,3,5,8,6,8,1.0
2288,5,8,6,8,15,0.0
2289,8,6,8,15,1,1.0
2290,6,8,15,1,7,1.0
2291,8,15,1,7,19,0.0
2292,15,1,7,19,18,1.0
2293,1,7,19,18,2,1.0
2294,7,19,18,2,3,1.0
2295,19,18,2,3,11,-1.0
2296,18,2,3,11,5,-1.0
2297,2,3,11,5,17,0.0
2298,3,11,5,17,2,0.0
2299,11,5,17,2,12,1.0
2300,5,17,2,12,9,1.0
2301,17,2,12,9,2,1.0
2302,2,12,9,2,6,0.0
2303,12,9,2,6,18,0.0
2304,9,2,6,18,11,0.0
2305,2,6,18,11,5,1.0
2306,6,18,11,5,12,0.0
2307,18,11,5,12,7,1.0
2308,11,5,12,7,13,0.0
2309,5,12,7,13,5,0.0
2310,12,7,13,5,9,0.0
2311,7,13,5,9,14,0.0
2312,13,5,9,14,16,-1.0
2313,5,9,14,16,16,0.0
2314,9,14,16,16,16,0.0
2315,14,16,16,16,0,1.0
2316,16,16,16,0,14,1.0
2317,16,16,0,14,5,1.0
2318,16,0,14,5,13,1.0
2319,0,14,5,13,10,0.0
2320,14,5,13,10,12,1.0
2321,5,13,10,12,8,0.0
2322,13,10,12,8,18,0.0
2323,10,12,8,18,14,1.0
2324,12,8,18,14,12,1.0
2325,8,18,14,12,19,0.0
2326,18,14,12,19,13,1.0
2327,14,12,19,13,12,1.0
2328,12,19,13,12,7,1.0
2329,19,13,12,7,8,1.0
2330,13,12,7,8,14,1.0
2331,12,7,8,14,16,1.0
2332,7,8,14,16,0,0.0
2333,8,14,16,0,17,0.0
2334,14,16,0,17,15,1.0
2335,16,0,17,15,16,1.0
2336,0,17,15,16,15,0.0
2337,17,15,16,15,15,1.0
2338,15,16,15,15,8,0.0
2339,16,15,15,8,12,1.0
2340,15,15,8,12,8,0.0
2341,15,8,12,8,7,0.0
2342,8,12,8,7,19,1.0
2343,12,8,7,19,0,1.0
2344,8,7,19,0,0,1.0
2345,7,19,0,0,6,0.0
2346,19,0,0,6,9,1.0
2347,0,0,6,9,12,0.0
2348,0,6,9,12,0,0.0
2349,6,9,12,0,6,1.0
2350,9,12,0,6,2,0.0
2351,12,0,6,2,10,0.0
2352,0,6,2,10,2,1.0
2353,6,2,10,2,6,0.0
2354,2,10,2,6,17,-1.0
2355,10,2,6,17,17,0.0
2356,2,6,17,17,16,-1.0
2357,6,17,17,16,5,1.0
2358,17,17,16,5,16,0.0
2359,17,16,5,16,13,0.0
2360,16,5,16,13,5,0.0
2361,5,16,13,5,12,0.0
2362,16,13,5,12,19,1.0
2363,13,5,12,19,6,0.0
2364,5,12,19,6,14,0.0
2365,12,19,6,14,7,1.0
2366,19,6,14,7,8,1.0
2367,6,14,7,8,17,0.0
2368,14,7,8,17,8,0.0
2369,7,8,17,8,5,-1.0
2370,8,17,8,5,2,0.0
2371,17,8,5,2,7,0.0
2372,8,5,2,7,18,0.0
2373,5,2,7,18,18,1.0
2374,2,7,18,18,14,1.0
2375,7,18,18,14,0,1.0
2376,18,18,14,0,18,1.0
2377,18,14,0,18,11,0.0
2378,14,0,18,11,7,1.0
2379,0,18,11,7,3,0.0
2380,18,11,7,3,10,1.0
2381,11,7,3,10,3,1.0
2382,7,3,10,3,1,1.0
2383,3,10,3,1,17,1.0
2384,10,3,1,17,17,0.0
2385,3,1,17,17,16,1.0
2386,1,17,17,16,16,0.0
2387,17,17,16,16,15,1.0
2388,17,16,16,15,19,1.0
2389,16,16,15,19,4,1.0
2390,16,15,19,4,1,1.0
2391,15,19,4,1,0,0.0
2392,19,4,1,0,8,1.0
2393,4,1,0,8,6,1.0
2394,1,0,8,6,14,1.0
2395,0,8,6,14,9,0.0
2396,8,6,14,9,9,1.0
2397,6,14,9,9,12,1.0
2398,14,9,9,12,9,0.0
2399,9,9,12,9,7,1.0
2400,9,12,9,7,16,0.0
2401,12,9,7,16,5,0.0
2402,9,7,16,5,4,0.0
2403,7,16,5,4,3,0.0
2404,16,5,4,3,4,1.0
2405,5,4,3,4,16,1.0
2406,4,3,4,16,1,-1.0
2407,3,4,16,1,5,0.0
2408,4,16,1,5,8,0.0
2409,16,1,5,8,14,1.0
2410,1,5,8,14,0,0.0
2411,5,8,14,0,19,-1.0
2412,8,14,0,19,6,1.0
2413,14,0,19,6,13,1.0
2414,0,19,6,13,16,1.0
2415,19,6,13,16,3,0.0
2416,6,13,16,3,0,0.0
2417,13,16,3,0,13,0.0
2418,16,3,0,13,19,0.0
2419,3,0,13,19,3,-1.0
2420,0,13,19,3,2,0.0
2421,13,19,3,2,14,0.0
2422,19,3,2,14,19,1.0
2423,3,2,14,19,2,1.0
2424,2,14,19,2,1,0.0
2425,14,19,2,1,18,0.0
2426,19,2,1,18,2,1.0
2427,2,1,18,2,0,1.0
2428,1,18,2,0,8,0.0
2429,18,2,0,8,11,-1.0
2430,2,0,8,11,1,0.0
2431,0,8,11,1,5,1.0
2432,8,11,1,5,13,0.0
2433,11,1,5,13,14,1.0
2434,1,5,13,14,14,0.0
2435,5,13,14,14,18,1.0
2436,13,14,14,18,0,0.0
2437,14,14,18,0,18,0.0
2438,14,18,0,18,0,0.0
2439,18,0,18,0,6,0.0
2440,0,18,0,6,7,0.0
2441,18,0,6,7,6,1.0
2442,0,6,7,6,14,1.0
2443,6,7,6,14,5,0.0
2444,7,6,14,5,15,0.0
2445,6,14,5,15,9,0.0
2446,14,5,15,9,15,0.0
2447,5,15,9,15,6,1.0
2448,15,9,15,6,10,1.0
2449,9,15,6,10,12,0.0
2450,15,6,10,12,0,1.0
2451,6,10,12,0,12,1.0
2452,10,12,0,12,7,0.0
2453,12,0,12,7,18,0.0
2454,0,12,7,18,12,0.0
2455,12,7,18,12,6,1.0
2456,7,18,12,6,9,1.0
2457,18,12,6,9,10,-1.0
2458,12,6,9,10,17,0.0
2459,6,9,10,17,14,0.0
2460,9,10,17,14,5,0.0
2461,10,17,14,5,10,1.0
2462,17,14,5,10,18,1.0
2463,14,5,10,18,9,0.0
2464,5,10,18,9,12,0.0
2465,10,18,9,12,2,0.0
2466,18,9,12,2,10,0.0
2467,9,12,2,10,17,1.0
2468,12,2,10,17,18,1.0
2469,2,10,17,18,2,1.0
2470,10,17,18,2,14,0.0
2471,17,18,2,14,18,1.0
2472,18,2,14,18,9,1.0
2473,2,14,18,9,10,0.0
2474,14,18,9,10,11,0.0
2475,18,9,10,11,5,1.0
2476,9,10,11,5,11,1.0
2477,10,11,5,11,9,1.0
2478,11,5,11,9,14,1.0
2479,5,11,9,14,8,1.0
2480,11,9,14,8,8,0.0
2481,9,14,8,8,12,0.0
2482,14,8,8,12,4,0.0
2483,8,8,12,4,1,1.0
2484,8,12,4,1,6,1.0
2485,12,4,1,6,3,0.0
2486,4,1,6,3,5,0.0
2487,1,6,3,5,14,0.0
2488,6,3,5,14,4,0.0
2489,3,5,14,4,16,0.0
2490,5,14,4,16,14,1.0
2491,14,4,16,14,4,1.0
2492,4,16,14,4,4,0.0
2493,16,14,4,4,12,1.0
2494,14,4,4,12,11,1.0
2495,4,4,12,11,4,0.0
2496,4,12,11,4,16,-1.0
2497,12,11,4,16,12,0.0
2498,11,4,16,12,19,1.0
2499,4,16,12,19,12,0.0
2500,16,12,19,12,10,0.0
2501,12,19,12,10,16,1.0
2502,19,12,10,16,7,0.0
2503,12,10,16,7,18,0.0
2504,10,16,7,18,16,0.0
2505,16,7,18,16,4,1.0
2506,7,18,16,4,12,0.0
2507,18,16,4,12,15,0.0
2508,16,4,12,15,7,0.0
