,s-3,s-2,s-1,a,r
197,8,3,10,19,1
198,3,10,19,15,1
199,10,19,15,11,-1
200,19,15,11,12,-1
201,15,11,12,4,-1
202,11,12,4,0,0
203,12,4,0,18,-1
204,4,0,18,5,-1
205,0,18,5,17,-1
206,18,5,17,18,1
207,5,17,18,18,1
208,17,18,18,17,-1
209,18,18,17,9,1
210,18,17,9,11,-1
211,17,9,11,4,-1
212,9,11,4,0,-1
213,11,4,0,4,-1
214,4,0,4,7,0
215,0,4,7,1,0
216,4,7,1,8,-1
217,7,1,8,17,-1
218,1,8,17,6,1
219,8,17,6,1,-1
220,17,6,1,7,0
221,6,1,7,2,1
222,1,7,2,4,-1
223,7,2,4,14,-1
224,2,4,14,2,1
225,4,14,2,17,1
226,14,2,17,14,-1
227,2,17,14,17,1
228,17,14,17,1,-1
229,14,17,1,9,1
230,17,1,9,6,-1
231,1,9,6,0,-1
232,9,6,0,0,-1
233,6,0,0,5,-1
234,0,0,5,15,1
235,0,5,15,17,-1
236,5,15,17,9,1
237,15,17,9,5,-1
238,17,9,5,1,0
239,9,5,1,13,-1
240,5,1,13,12,-1
241,1,13,12,8,1
242,13,12,8,13,0
243,12,8,13,1,-1
244,8,13,1,13,0
245,13,1,13,19,0
246,1,13,19,7,0
247,13,19,7,2,1
248,19,7,2,15,0
249,7,2,15,3,-1
250,2,15,3,19,0
251,15,3,19,7,0
252,3,19,7,7,0
253,19,7,7,2,0
254,7,7,2,1,0
255,7,2,1,18,-1
256,2,1,18,11,0
257,1,18,11,11,-1
258,18,11,11,19,0
259,11,11,19,17,0
260,11,19,17,2,1
261,19,17,2,3,1
262,17,2,3,6,0
263,2,3,6,11,-1
264,3,6,11,2,0
265,6,11,2,18,1
266,11,2,18,13,0
267,2,18,13,18,-1
268,18,13,18,3,1
269,13,18,3,13,0
270,18,3,13,19,0
271,3,13,19,2,1
272,13,19,2,11,0
273,19,2,11,12,-1
274,2,11,12,14,0
275,11,12,14,1,0
276,12,14,1,11,0
277,14,1,11,2,1
278,1,11,2,8,0
279,11,2,8,14,1
280,2,8,14,1,0
281,8,14,1,4,1
282,14,1,4,10,-1
283,1,4,10,5,-1
284,4,10,5,11,1
285,10,5,11,3,0
286,5,11,3,0,-1
287,11,3,0,19,1
288,3,0,19,2,1
289,0,19,2,11,-1
290,19,2,11,0,-1
291,2,11,0,10,-1
292,11,0,10,17,-1
293,0,10,17,8,1
294,10,17,8,12,-1
295,17,8,12,11,-1
296,8,12,11,9,1
297,12,11,9,1,0
298,11,9,1,10,-1
299,9,1,10,8,1
300,1,10,8,3,1
301,10,8,3,6,-1
302,8,3,6,8,1
303,3,6,8,13,0
304,6,8,13,12,-1
305,8,13,12,10,-1
306,13,12,10,3,-1
307,12,10,3,13,0
308,10,3,13,17,-1
309,3,13,17,6,-1
310,13,17,6,12,-1
311,17,6,12,0,-1
312,6,12,0,12,0
313,12,0,12,16,-1
314,0,12,16,2,1
315,12,16,2,19,0
316,16,2,19,10,-1
317,2,19,10,10,-1
318,19,10,10,14,1
319,10,10,14,1,0
320,10,14,1,8,1
321,14,1,8,13,0
322,1,8,13,16,1
323,8,13,16,10,-1
324,13,16,10,17,-1
325,16,10,17,13,-1
326,10,17,13,12,0
327,17,13,12,8,0
328,13,12,8,8,1
329,12,8,8,7,-1
330,8,8,7,0,0
331,8,7,0,13,0
332,7,0,13,17,0
333,0,13,17,13,-1
334,13,17,13,14,1
335,17,13,14,17,-1
336,13,14,17,5,-1
337,14,17,5,1,0
338,17,5,1,4,-1
339,5,1,4,18,1
340,1,4,18,4,1
341,4,18,4,7,0
342,18,4,7,7,0
343,4,7,7,15,-1
344,7,7,15,2,1
345,7,15,2,5,-1
346,15,2,5,16,-1
347,2,5,16,1,0
348,5,16,1,1,0
349,16,1,1,2,1
350,1,1,2,0,-1
351,1,2,0,9,1
352,2,0,9,15,1
353,0,9,15,2,1
354,9,15,2,10,-1
355,15,2,10,11,-1
356,2,10,11,8,1
357,10,11,8,5,-1
358,11,8,5,2,0
359,8,5,2,0,-1
360,5,2,0,3,0
361,2,0,3,2,1
362,0,3,2,19,-1
363,3,2,19,8,-1
364,2,19,8,16,0
365,19,8,16,13,-1
366,8,16,13,14,0
367,16,13,14,17,-1
368,13,14,17,16,1
369,14,17,16,15,1
370,17,16,15,10,1
371,16,15,10,8,0
372,15,10,8,3,1
373,10,8,3,1,0
374,8,3,1,16,-1
375,3,1,16,11,-1
376,1,16,11,15,1
377,16,11,15,6,-1
378,11,15,6,2,1
379,15,6,2,12,1
380,6,2,12,12,0
381,2,12,12,0,-1
382,12,12,0,14,1
383,12,0,14,7,0
384,0,14,7,2,1
385,14,7,2,3,1
386,7,2,3,9,1
387,2,3,9,15,0
388,3,9,15,1,0
389,9,15,1,16,1
390,15,1,16,19,-1
391,1,16,19,13,1
392,16,19,13,16,-1
393,19,13,16,8,1
394,13,16,8,17,-1
395,16,8,17,10,-1
396,8,17,10,2,-1
397,17,10,2,9,1
398,10,2,9,9,-1
399,2,9,9,8,1
400,9,9,8,10,-1
401,9,8,10,12,-1
402,8,10,12,19,-1
403,10,12,19,0,-1
404,12,19,0,1,0
405,19,0,1,6,-1
406,0,1,6,10,-1
407,1,6,10,13,1
408,6,10,13,18,0
409,10,13,18,17,-1
410,13,18,17,3,1
411,18,17,3,6,-1
412,17,3,6,9,1
413,3,6,9,14,0
414,6,9,14,10,1
415,9,14,10,11,-1
416,14,10,11,2,1
417,10,11,2,11,-1
418,11,2,11,19,0
419,2,11,19,17,0
420,11,19,17,13,0
421,19,17,13,17,-1
422,17,13,17,8,1
423,13,17,8,11,-1
424,17,8,11,1,0
425,8,11,1,2,0
426,11,1,2,3,1
427,1,2,3,5,-1
428,2,3,5,1,0
429,3,5,1,1,0
430,5,1,1,2,1
431,1,1,2,18,-1
432,1,2,18,5,1
433,2,18,5,14,1
434,18,5,14,9,-1
435,5,14,9,14,1
436,14,9,14,15,1
437,9,14,15,2,1
438,14,15,2,5,-1
439,15,2,5,17,-1
440,2,5,17,1,0
441,5,17,1,8,0
442,17,1,8,15,1
443,1,8,15,1,1
444,8,15,1,2,1
445,15,1,2,18,0
446,1,2,18,2,1
447,2,18,2,5,0
448,18,2,5,9,1
449,2,5,9,18,-1
450,5,9,18,7,0
451,9,18,7,15,1
452,18,7,15,4,-1
453,7,15,4,4,-1
454,15,4,4,17,1
455,4,4,17,11,-1
456,4,17,11,7,0
457,17,11,7,0,0
458,11,7,0,12,0
459,7,0,12,3,0
460,0,12,3,14,1
461,12,3,14,18,1
462,3,14,18,2,1
463,14,18,2,9,1
464,18,2,9,2,1
465,2,9,2,13,0
466,9,2,13,18,-1
467,2,13,18,13,0
468,13,18,13,2,1
469,18,13,2,10,-1
470,13,2,10,5,-1
471,2,10,5,6,-1
472,10,5,6,18,-1
473,5,6,18,7,0
474,6,18,7,3,1
475,18,7,3,5,-1
476,7,3,5,1,0
477,3,5,1,17,-1
478,5,1,17,14,-1
479,1,17,14,6,-1
480,17,14,6,4,1
481,14,6,4,3,-1
482,6,4,3,7,0
483,4,3,7,2,0
484,3,7,2,2,1
485,7,2,2,16,-1
486,2,2,16,3,1
487,2,16,3,11,-1
488,16,3,11,8,0
489,3,11,8,1,0
490,11,8,1,2,0
491,8,1,2,1,1
492,1,2,1,9,1
493,2,1,9,9,1
494,1,9,9,19,0
495,9,9,19,14,0
496,9,19,14,7,1
497,19,14,7,1,0
498,14,7,1,11,-1
499,7,1,11,8,0
500,1,11,8,19,0
501,11,8,19,1,0
502,8,19,1,13,0
503,19,1,13,16,-1
504,1,13,16,18,0
505,13,16,18,19,0
506,16,18,19,2,1
507,18,19,2,5,-1
508,19,2,5,14,1
509,2,5,14,19,-1
510,5,14,19,14,1
511,14,19,14,16,-1
512,19,14,16,7,0
513,14,16,7,9,1
514,16,7,9,8,0
515,7,9,8,11,-1
516,9,8,11,5,-1
517,8,11,5,17,-1
518,11,5,17,2,1
519,5,17,2,19,0
520,17,2,19,6,-1
521,2,19,6,7,0
522,19,6,7,13,0
523,6,7,13,17,-1
524,7,13,17,17,-1
525,13,17,17,13,0
526,17,17,13,4,-1
527,17,13,4,5,-1
528,13,4,5,19,0
529,4,5,19,0,-1
530,5,19,0,12,-1
531,19,0,12,3,1
532,0,12,3,9,1
533,12,3,9,10,1
534,3,9,10,18,-1
535,9,10,18,13,0
536,10,18,13,13,0
537,18,13,13,1,0
538,13,13,1,14,0
539,13,1,14,0,-1
540,1,14,0,0,-1
541,14,0,0,19,0
542,0,0,19,11,-1
543,0,19,11,17,0
544,19,11,17,1,0
545,11,17,1,17,-1
546,17,1,17,6,-1
547,1,17,6,7,1
548,17,6,7,0,-1
549,6,7,0,2,1
550,7,0,2,13,0
551,0,2,13,4,-1
552,2,13,4,19,0
553,13,4,19,11,-1
554,4,19,11,15,-1
555,19,11,15,5,-1
556,11,15,5,13,0
557,15,5,13,9,1
558,5,13,9,15,-1
559,13,9,15,10,1
560,9,15,10,13,0
561,15,10,13,1,0
562,10,13,1,5,-1
563,13,1,5,1,0
564,1,5,1,18,1
565,5,1,18,8,1
566,1,18,8,12,0
567,18,8,12,3,1
568,8,12,3,10,-1
569,12,3,10,1,0
570,3,10,1,16,-1
571,10,1,16,17,-1
572,1,16,17,10,-1
573,16,17,10,15,1
574,17,10,15,15,1
575,10,15,15,13,-1
576,15,15,13,19,0
577,15,13,19,1,0
578,13,19,1,6,1
579,19,1,6,17,-1
580,1,6,17,1,0
581,6,17,1,10,-1
582,17,1,10,8,1
583,1,10,8,1,0
584,10,8,1,19,0
585,8,1,19,8,0
586,1,19,8,7,0
587,19,8,7,12,-1
588,8,7,12,11,0
589,7,12,11,3,1
590,12,11,3,1,0
591,11,3,1,6,-1
592,3,1,6,18,-1
593,1,6,18,6,-1
594,6,18,6,5,1
595,18,6,5,10,1
596,6,5,10,18,0
597,5,10,18,16,-1
598,10,18,16,1,0
599,18,16,1,14,1
600,16,1,14,5,-1
601,1,14,5,11,-1
602,14,5,11,9,-1
603,5,11,9,2,1
604,11,9,2,4,1
605,9,2,4,3,1
606,2,4,3,4,-1
607,4,3,4,0,-1
608,3,4,0,9,0
609,4,0,9,7,1
610,0,9,7,16,-1
611,9,7,16,19,-1
612,7,16,19,3,1
613,16,19,3,17,-1
614,19,3,17,5,-1
615,3,17,5,0,0
616,17,5,0,12,-1
617,5,0,12,7,1
618,0,12,7,19,0
619,12,7,19,12,1
620,7,19,12,10,-1
621,19,12,10,14,1
622,12,10,14,11,-1
623,10,14,11,13,0
624,14,11,13,10,-1
625,11,13,10,1,0
626,13,10,1,4,1
627,10,1,4,12,0
628,1,4,12,19,0
629,4,12,19,2,-1
630,12,19,2,4,1
631,19,2,4,1,0
632,2,4,1,11,-1
633,4,1,11,19,0
634,1,11,19,13,-1
635,11,19,13,18,1
636,19,13,18,3,1
637,13,18,3,4,-1
638,18,3,4,2,1
639,3,4,2,8,1
640,4,2,8,10,-1
641,2,8,10,2,1
642,8,10,2,1,0
643,10,2,1,1,-1
644,2,1,1,7,1
645,1,1,7,7,0
646,1,7,7,19,0
647,7,7,19,10,-1
648,7,19,10,7,0
649,19,10,7,15,1
650,10,7,15,9,-1
651,7,15,9,2,1
652,15,9,2,19,0
653,9,2,19,0,-1
654,2,19,0,4,-1
655,19,0,4,2,1
656,0,4,2,6,-1
657,4,2,6,15,1
658,2,6,15,18,1
659,6,15,18,15,1
660,15,18,15,15,1
661,18,15,15,13,1
662,15,15,13,19,-1
663,15,13,19,14,1
664,13,19,14,4,-1
665,19,14,4,6,0
666,14,4,6,15,1
667,4,6,15,11,-1
668,6,15,11,8,-1
669,15,11,8,11,-1
670,11,8,11,18,-1
671,8,11,18,19,0
672,11,18,19,1,0
673,18,19,1,0,-1
674,19,1,0,12,0
675,1,0,12,19,0
676,0,12,19,16,-1
677,12,19,16,7,0
678,19,16,7,4,1
679,16,7,4,16,-1
680,7,4,16,13,0
681,4,16,13,15,1
682,16,13,15,13,-1
683,13,15,13,19,1
684,15,13,19,18,-1
685,13,19,18,0,-1
686,19,18,0,16,1
687,18,0,16,16,-1
688,0,16,16,1,0
689,16,16,1,18,-1
690,16,1,18,6,0
691,1,18,6,16,-1
692,18,6,16,8,1
693,6,16,8,6,-1
694,16,8,6,19,0
695,8,6,19,14,1
696,6,19,14,0,-1
697,19,14,0,5,-1
698,14,0,5,2,0
699,0,5,2,11,-1
700,5,2,11,13,0
701,2,11,13,5,0
702,11,13,5,4,-1
703,13,5,4,0,0
704,5,4,0,15,-1
705,4,0,15,11,-1
706,0,15,11,18,-1
707,15,11,18,14,1
708,11,18,14,5,-1
709,18,14,5,2,1
710,14,5,2,16,-1
711,5,2,16,3,1
712,2,16,3,12,-1
713,16,3,12,2,1
714,3,12,2,11,-1
715,12,2,11,17,0
716,2,11,17,13,0
717,11,17,13,7,0
718,17,13,7,10,-1
719,13,7,10,13,0
720,7,10,13,18,1
721,10,13,18,19,0
722,13,18,19,9,0
723,18,19,9,2,-1
724,19,9,2,14,1
725,9,2,14,17,-1
726,2,14,17,7,0
727,14,17,7,0,0
728,17,7,0,13,0
729,7,0,13,7,0
730,0,13,7,6,-1
731,13,7,6,0,0
732,7,6,0,15,-1
733,6,0,15,18,1
734,0,15,18,17,0
735,15,18,17,14,1
736,18,17,14,0,-1
737,17,14,0,16,-1
738,14,0,16,1,-1
739,0,16,1,18,-1
740,16,1,18,9,1
741,1,18,9,17,-1
742,18,9,17,14,-1
743,9,17,14,0,-1
744,17,14,0,16,-1
745,14,0,16,9,0
746,0,16,9,19,-1
747,16,9,19,17,-1
748,9,19,17,12,-1
749,19,17,12,17,-1
750,17,12,17,5,-1
751,12,17,5,13,0
752,17,5,13,12,0
753,5,13,12,7,0
754,13,12,7,16,-1
755,12,7,16,2,0
756,7,16,2,14,1
757,16,2,14,18,1
758,2,14,18,18,-1
759,14,18,18,19,-1
760,18,18,19,3,1
761,18,19,3,2,1
762,19,3,2,0,0
763,3,2,0,4,1
764,2,0,4,16,-1
765,0,4,16,7,0
766,4,16,7,15,0
767,16,7,15,2,1
768,7,15,2,0,-1
769,15,2,0,2,1
770,2,0,2,16,-1
771,0,2,16,18,-1
772,2,16,18,12,-1
773,16,18,12,16,-1
774,18,12,16,15,1
775,12,16,15,4,-1
776,16,15,4,0,-1
777,15,4,0,0,-1
778,4,0,0,16,-1
779,0,0,16,3,1
780,0,16,3,1,-1
781,16,3,1,14,1
782,3,1,14,7,-1
783,1,14,7,15,1
784,14,7,15,15,0
785,7,15,15,15,0
786,15,15,15,8,1
787,15,15,8,0,0
788,15,8,0,2,1
789,8,0,2,3,1
790,0,2,3,19,-1
791,2,3,19,17,-1
792,3,19,17,2,1
793,19,17,2,4,-1
794,17,2,4,17,-1
795,2,4,17,3,1
796,4,17,3,3,1
797,17,3,3,12,1
798,3,3,12,19,1
799,3,12,19,1,-1
800,12,19,1,6,-1
801,19,1,6,4,0
802,1,6,4,6,0
803,6,4,6,16,1
804,4,6,16,1,0
805,6,16,1,12,-1
806,16,1,12,7,0
807,1,12,7,9,1
808,12,7,9,6,1
809,7,9,6,16,-1
810,9,6,16,5,-1
811,6,16,5,15,-1
812,16,5,15,10,-1
813,5,15,10,4,-1
814,15,10,4,5,-1
815,10,4,5,14,-1
816,4,5,14,13,0
817,5,14,13,10,-1
818,14,13,10,16,-1
819,13,10,16,8,1
820,10,16,8,6,-1
821,16,8,6,15,0
822,8,6,15,3,1
823,6,15,3,6,1
824,15,3,6,2,-1
825,3,6,2,13,0
826,6,2,13,19,0
827,2,13,19,12,-1
828,13,19,12,4,1
829,19,12,4,7,-1
830,12,4,7,8,1
831,4,7,8,5,-1
832,7,8,5,4,1
833,8,5,4,1,0
834,5,4,1,14,0
835,4,1,14,1,0
836,1,14,1,13,-1
837,14,1,13,4,-1
838,1,13,4,7,0
839,13,4,7,3,-1
840,4,7,3,8,1
841,7,3,8,9,1
842,3,8,9,0,0
843,8,9,0,17,0
844,9,0,17,10,0
845,0,17,10,0,0
846,17,10,0,6,-1
847,10,0,6,19,0
848,0,6,19,16,-1
849,6,19,16,19,-1
850,19,16,19,10,1
851,16,19,10,2,1
852,19,10,2,14,1
853,10,2,14,9,1
854,2,14,9,18,0
855,14,9,18,15,1
856,9,18,15,8,1
857,18,15,8,3,1
858,15,8,3,4,-1
859,8,3,4,16,-1
860,3,4,16,17,-1
861,4,16,17,8,1
862,16,17,8,19,-1
863,17,8,19,8,0
864,8,19,8,14,0
865,19,8,14,12,-1
866,8,14,12,2,1
867,14,12,2,11,-1
868,12,2,11,18,-1
869,2,11,18,7,1
870,11,18,7,3,1
871,18,7,3,3,1
872,7,3,3,2,-1
873,3,3,2,11,-1
874,3,2,11,13,0
875,2,11,13,15,-1
876,11,13,15,8,1
877,13,15,8,7,0
878,15,8,7,18,0
879,8,7,18,13,-1
880,7,18,13,7,0
881,18,13,7,12,-1
882,13,7,12,17,0
883,7,12,17,0,-1
884,12,17,0,7,-1
885,17,0,7,0,-1
886,0,7,0,3,1
887,7,0,3,18,0
888,0,3,18,19,0
889,3,18,19,15,1
890,18,19,15,13,0
891,19,15,13,8,-1
892,15,13,8,7,0
893,13,8,7,19,0
894,8,7,19,1,1
895,7,19,1,3,1
896,19,1,3,17,-1
897,1,3,17,16,-1
898,3,17,16,4,-1
899,17,16,4,6,0
900,16,4,6,6,-1
901,4,6,6,6,-1
902,6,6,6,14,1
903,6,6,14,9,1
904,6,14,9,8,1
905,14,9,8,12,-1
906,9,8,12,8,1
907,8,12,8,4,1
908,12,8,4,1,0
909,8,4,1,18,-1
910,4,1,18,13,-1
911,1,18,13,16,-1
912,18,13,16,9,1
913,13,16,9,7,0
914,16,9,7,17,0
915,9,7,17,18,1
916,7,17,18,0,-1
917,17,18,0,5,-1
918,18,0,5,4,1
919,0,5,4,4,-1
920,5,4,4,17,1
921,4,4,17,2,1
922,4,17,2,15,1
923,17,2,15,4,-1
924,2,15,4,2,1
925,15,4,2,10,1
926,4,2,10,19,-1
927,2,10,19,13,0
928,10,19,13,18,1
929,19,13,18,19,0
930,13,18,19,11,-1
931,18,19,11,10,-1
932,19,11,10,14,0
933,11,10,14,10,1
934,10,14,10,16,-1
935,14,10,16,15,1
936,10,16,15,5,-1
937,16,15,5,9,-1
938,15,5,9,5,-1
939,5,9,5,1,0
940,9,5,1,13,0
941,5,1,13,11,1
942,1,13,11,2,1
943,13,11,2,12,-1
944,11,2,12,16,-1
945,2,12,16,10,-1
946,12,16,10,15,-1
947,16,10,15,4,-1
948,10,15,4,14,1
949,15,4,14,18,-1
950,4,14,18,15,1
951,14,18,15,2,1
952,18,15,2,7,0
953,15,2,7,5,-1
954,2,7,5,0,0
955,7,5,0,0,-1
956,5,0,0,4,1
957,0,0,4,7,0
958,0,4,7,19,0
959,4,7,19,4,0
960,7,19,4,12,-1
961,19,4,12,9,-1
962,4,12,9,5,-1
963,12,9,5,19,0
964,9,5,19,4,-1
965,5,19,4,9,-1
966,19,4,9,12,-1
967,4,9,12,5,-1
968,9,12,5,11,-1
969,12,5,11,2,0
970,5,11,2,15,1
971,11,2,15,15,0
972,2,15,15,9,1
973,15,15,9,13,-1
974,15,9,13,19,0
975,9,13,19,0,-1
976,13,19,0,15,1
977,19,0,15,18,-1
978,0,15,18,3,1
979,15,18,3,17,-1
980,18,3,17,12,-1
981,3,17,12,18,0
982,17,12,18,16,-1
983,12,18,16,10,0
984,18,16,10,10,-1
985,16,10,10,5,-1
986,10,10,5,8,0
987,10,5,8,6,-1
988,5,8,6,10,-1
989,8,6,10,11,-1
990,6,10,11,11,-1
991,10,11,11,18,-1
992,11,11,18,5,1
993,11,18,5,19,0
994,18,5,19,6,-1
995,5,19,6,5,-1
996,19,6,5,5,-1
997,6,5,5,11,-1
998,5,5,11,6,0
999,5,11,6,1,-1
1000,11,6,1,4,-1
1001,6,1,4,5,0
1002,1,4,5,10,-1
1003,4,5,10,5,-1
1004,5,10,5,0,-1
1005,10,5,0,19,-1
1006,5,0,19,1,-1
1007,0,19,1,18,-1
1008,19,1,18,7,0
1009,1,18,7,6,-1
1010,18,7,6,9,-1
1011,7,6,9,6,-1
1012,6,9,6,2,1
1013,9,6,2,10,1
1014,6,2,10,19,0
1015,2,10,19,8,0
1016,10,19,8,3,0
1017,19,8,3,11,-1
1018,8,3,11,16,-1
1019,3,11,16,14,1
1020,11,16,14,6,-1
1021,16,14,6,13,0
1022,14,6,13,9,1
1023,6,13,9,19,-1
1024,13,9,19,1,0
1025,9,19,1,8,1
1026,19,1,8,3,1
1027,1,8,3,9,-1
1028,8,3,9,9,-1
1029,3,9,9,19,0
1030,9,9,19,19,-1
1031,9,19,19,5,1
1032,19,19,5,0,-1
1033,19,5,0,15,1
1034,5,0,15,4,-1
1035,0,15,4,4,-1
1036,15,4,4,12,-1
1037,4,4,12,6,-1
1038,4,12,6,17,0
1039,12,6,17,18,-1
1040,6,17,18,19,-1
1041,17,18,19,14,0
1042,18,19,14,0,-1
1043,19,14,0,16,-1
1044,14,0,16,16,1
1045,0,16,16,11,-1
1046,16,16,11,19,0
1047,16,11,19,12,-1
1048,11,19,12,10,-1
1049,19,12,10,13,0
1050,12,10,13,13,-1
1051,10,13,13,12,1
1052,13,13,12,12,-1
1053,13,12,12,12,-1
1054,12,12,12,11,0
1055,12,12,11,13,1
1056,12,11,13,9,1
1057,11,13,9,1,0
1058,13,9,1,18,-1
1059,9,1,18,11,-1
1060,1,18,11,16,-1
1061,18,11,16,7,1
1062,11,16,7,7,1
1063,16,7,7,15,-1
1064,7,7,15,15,-1
1065,7,15,15,4,-1
1066,15,15,4,7,0
1067,15,4,7,6,1
1068,4,7,6,15,1
1069,7,6,15,7,0
1070,6,15,7,18,-1
1071,15,7,18,19,0
1072,7,18,19,5,-1
1073,18,19,5,8,1
1074,19,5,8,16,-1
1075,5,8,16,15,-1
1076,8,16,15,19,0
1077,16,15,19,8,1
1078,15,19,8,4,-1
1079,19,8,4,12,-1
1080,8,4,12,13,0
1081,4,12,13,18,1
1082,12,13,18,2,1
1083,13,18,2,7,0
1084,18,2,7,12,-1
1085,2,7,12,11,-1
1086,7,12,11,16,-1
1087,12,11,16,15,1
1088,11,16,15,7,0
1089,16,15,7,0,-1
1090,15,7,0,8,0
1091,7,0,8,11,-1
1092,0,8,11,16,-1
1093,8,11,16,6,-1
1094,11,16,6,11,-1
1095,16,6,11,11,0
1096,6,11,11,9,1
1097,11,11,9,5,-1
1098,11,9,5,3,-1
1099,9,5,3,1,0
1100,5,3,1,11,-1
1101,3,1,11,18,-1
1102,1,11,18,17,-1
1103,11,18,17,4,1
1104,18,17,4,18,-1
1105,17,4,18,13,-1
1106,4,18,13,0,-1
1107,18,13,0,3,-1
1108,13,0,3,10,-1
1109,0,3,10,11,0
1110,3,10,11,5,-1
1111,10,11,5,9,1
1112,11,5,9,16,-1
1113,5,9,16,7,1
