,s-3,s-2,s-1,a,r
383,10,6,6,0,0
384,6,6,0,7,-1
385,6,0,7,11,-1
386,0,7,11,1,0
387,7,11,1,1,0
388,11,1,1,8,1
389,1,1,8,7,0
390,1,8,7,2,1
391,8,7,2,7,0
392,7,2,7,10,-1
393,2,7,10,3,-1
394,7,10,3,7,-1
395,10,3,7,6,-1
396,3,7,6,11,-1
397,7,6,11,7,0
398,6,11,7,4,-1
399,11,7,4,8,1
400,7,4,8,8,0
401,4,8,8,1,-1
402,8,8,1,7,-1
403,8,1,7,3,1
404,1,7,3,8,1
405,7,3,8,8,1
406,3,8,8,2,0
407,8,8,2,1,0
408,8,2,1,11,-1
409,2,1,11,5,-1
410,1,11,5,1,0
411,11,5,1,2,1
412,5,1,2,4,1
413,1,2,4,2,1
414,2,4,2,2,1
415,4,2,2,1,0
416,2,2,1,11,-1
417,2,1,11,6,-1
418,1,11,6,2,1
419,11,6,2,6,0
420,6,2,6,7,1
421,2,6,7,6,-1
422,6,7,6,4,-1
423,7,6,4,9,-1
424,6,4,9,11,1
425,4,9,11,11,-1
426,9,11,11,4,-1
427,11,11,4,6,1
428,11,4,6,5,-1
429,4,6,5,9,0
430,6,5,9,1,0
431,5,9,1,11,-1
432,9,1,11,3,1
433,1,11,3,11,-1
434,11,3,11,10,1
435,3,11,10,8,0
436,11,10,8,7,-1
437,10,8,7,11,-1
438,8,7,11,4,-1
439,7,11,4,5,-1
440,11,4,5,5,-1
441,4,5,5,2,1
442,5,5,2,5,-1
443,5,2,5,6,-1
444,2,5,6,2,1
445,5,6,2,0,-1
446,6,2,0,1,0
447,2,0,1,4,-1
448,0,1,4,5,-1
449,1,4,5,7,0
450,4,5,7,4,1
451,5,7,4,8,1
452,7,4,8,2,0
453,4,8,2,9,1
454,8,2,9,11,-1
455,2,9,11,8,1
456,9,11,8,8,0
457,11,8,8,6,-1
458,8,8,6,5,-1
459,8,6,5,7,1
460,6,5,7,8,1
461,5,7,8,4,-1
462,7,8,4,8,1
463,8,4,8,7,0
464,4,8,7,8,1
465,8,7,8,6,0
466,7,8,6,11,-1
467,8,6,11,7,0
468,6,11,7,11,-1
469,11,7,11,9,-1
470,7,11,9,11,-1
471,11,9,11,3,0
472,9,11,3,8,1
473,11,3,8,8,1
474,3,8,8,3,-1
475,8,8,3,10,-1
476,8,3,10,3,1
477,3,10,3,7,-1
478,10,3,7,9,1
479,3,7,9,7,0
480,7,9,7,8,1
481,9,7,8,2,1
482,7,8,2,10,-1
483,8,2,10,8,0
484,2,10,8,3,1
485,10,8,3,0,-1
486,8,3,0,2,1
487,3,0,2,9,1
488,0,2,9,1,0
489,2,9,1,6,-1
490,9,1,6,5,-1
491,1,6,5,3,1
492,6,5,3,8,1
493,5,3,8,0,-1
494,3,8,0,8,1
495,8,0,8,2,1
496,0,8,2,7,0
497,8,2,7,10,-1
498,2,7,10,1,0
499,7,10,1,5,-1
500,10,1,5,1,0
501,1,5,1,6,-1
502,5,1,6,5,-1
503,1,6,5,2,1
504,6,5,2,9,1
505,5,2,9,11,-1
506,2,9,11,7,0
507,9,11,7,2,1
508,11,7,2,7,0
509,7,2,7,3,1
510,2,7,3,9,1
511,7,3,9,6,0
512,3,9,6,8,1
513,9,6,8,0,-1
514,6,8,0,11,-1
515,8,0,11,2,1
516,0,11,2,9,1
517,11,2,9,9,1
518,2,9,9,4,1
519,9,9,4,8,-1
520,9,4,8,1,0
521,4,8,1,6,0
522,8,1,6,8,1
523,1,6,8,6,-1
524,6,8,6,9,0
525,8,6,9,4,1
526,6,9,4,5,-1
527,9,4,5,8,1
528,4,5,8,11,-1
529,5,8,11,3,0
530,8,11,3,2,1
531,11,3,2,2,-1
532,3,2,2,1,0
533,2,2,1,6,-1
534,2,1,6,3,-1
535,1,6,3,1,-1
536,6,3,1,4,-1
537,3,1,4,1,1
538,1,4,1,11,-1
539,4,1,11,9,-1
540,1,11,9,9,-1
541,11,9,9,4,-1
542,9,9,4,8,1
543,9,4,8,1,-1
544,4,8,1,2,-1
545,8,1,2,1,0
546,1,2,1,2,0
547,2,1,2,3,-1
548,1,2,3,11,0
549,2,3,11,8,0
550,3,11,8,10,-1
551,11,8,10,9,-1
552,8,10,9,10,-1
553,10,9,10,9,-1
554,9,10,9,4,-1
555,10,9,4,1,0
556,9,4,1,0,-1
557,4,1,0,1,1
558,1,0,1,0,-1
559,0,1,0,11,-1
560,1,0,11,8,1
561,0,11,8,6,1
562,11,8,6,0,-1
563,8,6,0,9,1
564,6,0,9,3,1
565,0,9,3,9,1
566,9,3,9,8,0
567,3,9,8,11,0
568,9,8,11,6,-1
569,8,11,6,3,-1
570,11,6,3,5,0
571,6,3,5,4,-1
572,3,5,4,10,-1
573,5,4,10,7,0
574,4,10,7,9,-1
575,10,7,9,11,-1
576,7,9,11,7,0
577,9,11,7,2,1
578,11,7,2,11,-1
579,7,2,11,8,1
580,2,11,8,5,1
581,11,8,5,9,-1
582,8,5,9,5,-1
583,5,9,5,2,1
584,9,5,2,4,0
585,5,2,4,3,1
586,2,4,3,10,-1
587,4,3,10,2,1
588,3,10,2,11,-1
589,10,2,11,3,0
590,2,11,3,9,1
591,11,3,9,3,1
592,3,9,3,4,1
593,9,3,4,3,1
594,3,4,3,9,1
595,4,3,9,3,-1
596,3,9,3,6,0
597,9,3,6,1,1
598,3,6,1,1,-1
599,6,1,1,6,-1
600,1,1,6,0,-1
601,1,6,0,1,0
602,6,0,1,1,1
603,0,1,1,0,1
604,1,1,0,6,-1
605,1,0,6,8,1
606,0,6,8,2,-1
607,6,8,2,10,1
608,8,2,10,3,1
609,2,10,3,10,-1
610,10,3,10,8,0
611,3,10,8,9,1
612,10,8,9,1,0
613,8,9,1,6,-1
614,9,1,6,6,-1
615,1,6,6,6,-1
616,6,6,6,3,1
617,6,6,3,8,1
618,6,3,8,3,0
619,3,8,3,7,0
620,8,3,7,5,0
621,3,7,5,5,-1
622,7,5,5,2,1
623,5,5,2,5,-1
624,5,2,5,11,0
625,2,5,11,7,0
626,5,11,7,1,0
627,11,7,1,6,-1
628,7,1,6,10,-1
629,1,6,10,1,1
630,6,10,1,2,1
631,10,1,2,0,-1
632,1,2,0,1,-1
633,2,0,1,5,-1
634,0,1,5,8,1
635,1,5,8,1,1
636,5,8,1,0,1
637,8,1,0,2,0
638,1,0,2,4,-1
639,0,2,4,3,-1
640,2,4,3,10,1
641,4,3,10,7,-1
642,3,10,7,0,-1
643,10,7,0,7,0
644,7,0,7,5,-1
645,0,7,5,7,-1
646,7,5,7,2,1
647,5,7,2,5,1
648,7,2,5,11,-1
649,2,5,11,8,1
650,5,11,8,0,1
651,11,8,0,1,0
652,8,0,1,1,0
653,0,1,1,6,0
654,1,1,6,2,1
655,1,6,2,0,-1
656,6,2,0,3,1
657,2,0,3,9,1
658,0,3,9,1,0
659,3,9,1,11,-1
660,9,1,11,2,1
661,1,11,2,1,0
662,11,2,1,4,-1
663,2,1,4,8,1
664,1,4,8,0,-1
665,4,8,0,6,0
666,8,0,6,0,-1
667,0,6,0,5,-1
668,6,0,5,4,-1
669,0,5,4,1,0
670,5,4,1,1,0
671,4,1,1,6,1
672,1,1,6,1,0
673,1,6,1,10,1
674,6,1,10,7,-1
675,1,10,7,7,0
676,10,7,7,4,-1
677,7,7,4,3,1
678,7,4,3,8,0
679,4,3,8,5,-1
680,3,8,5,3,1
681,8,5,3,6,-1
682,5,3,6,6,-1
683,3,6,6,1,0
684,6,6,1,6,-1
685,6,1,6,8,1
686,1,6,8,10,0
687,6,8,10,5,0
688,8,10,5,9,1
689,10,5,9,2,-1
690,5,9,2,2,0
691,9,2,2,0,1
692,2,2,0,2,1
693,2,0,2,9,1
694,0,2,9,4,-1
695,2,9,4,5,-1
696,9,4,5,10,-1
697,4,5,10,0,-1
698,5,10,0,4,-1
699,10,0,4,0,-1
700,0,4,0,11,1
701,4,0,11,0,-1
702,0,11,0,2,0
703,11,0,2,11,-1
704,0,2,11,7,0
705,2,11,7,11,-1
706,11,7,11,8,0
707,7,11,8,2,1
708,11,8,2,7,0
709,8,2,7,3,-1
710,2,7,3,9,-1
711,7,3,9,9,-1
712,3,9,9,7,0
713,9,9,7,8,1
714,9,7,8,7,0
715,7,8,7,10,-1
716,8,7,10,6,0
717,7,10,6,3,1
718,10,6,3,2,1
719,6,3,2,0,-1
720,3,2,0,10,-1
721,2,0,10,11,-1
722,0,10,11,6,-1
723,10,11,6,9,1
724,11,6,9,10,-1
725,6,9,10,7,0
726,9,10,7,9,1
727,10,7,9,8,1
728,7,9,8,4,-1
729,9,8,4,6,-1
730,8,4,6,10,1
731,4,6,10,6,-1
732,6,10,6,9,1
733,10,6,9,2,-1
734,6,9,2,2,-1
735,9,2,2,5,-1
736,2,2,5,5,-1
737,2,5,5,0,-1
738,5,5,0,1,1
739,5,0,1,2,-1
740,0,1,2,8,1
741,1,2,8,1,-1
742,2,8,1,3,1
743,8,1,3,11,-1
744,1,3,11,7,0
745,3,11,7,6,-1
746,11,7,6,10,1
747,7,6,10,4,1
748,6,10,4,8,1
749,10,4,8,9,1
750,4,8,9,9,1
751,8,9,9,11,-1
752,9,9,11,3,0
753,9,11,3,7,0
754,11,3,7,4,1
755,3,7,4,10,-1
756,7,4,10,4,-1
757,4,10,4,4,-1
758,10,4,4,5,-1
759,4,4,5,4,-1
760,4,5,4,6,-1
761,5,4,6,11,-1
762,4,6,11,10,-1
763,6,11,10,6,-1
764,11,10,6,6,-1
765,10,6,6,2,1
766,6,6,2,2,1
767,6,2,2,2,1
768,2,2,2,1,0
769,2,2,1,11,-1
770,2,1,11,8,1
771,1,11,8,5,-1
772,11,8,5,2,1
773,8,5,2,1,0
774,5,2,1,3,-1
775,2,1,3,6,0
776,1,3,6,7,-1
777,3,6,7,10,0
778,6,7,10,9,1
779,7,10,9,6,-1
780,10,9,6,4,-1
781,9,6,4,8,1
782,6,4,8,3,0
783,4,8,3,11,0
784,8,3,11,9,0
785,3,11,9,6,1
786,11,9,6,7,0
787,9,6,7,8,1
788,6,7,8,7,1
789,7,8,7,3,-1
790,8,7,3,0,-1
791,7,3,0,1,0
792,3,0,1,6,-1
793,0,1,6,9,1
794,1,6,9,7,0
795,6,9,7,4,1
796,9,7,4,1,0
797,7,4,1,9,1
798,4,1,9,9,0
799,1,9,9,9,1
800,9,9,9,3,-1
801,9,9,3,9,1
802,9,3,9,0,-1
803,3,9,0,0,0
804,9,0,0,0,-1
805,0,0,0,2,1
806,0,0,2,7,0
807,0,2,7,6,-1
808,2,7,6,0,-1
809,7,6,0,9,-1
810,6,0,9,6,-1
811,0,9,6,9,1
812,9,6,9,1,1
813,6,9,1,8,1
814,9,1,8,3,1
815,1,8,3,5,-1
816,8,3,5,5,-1
817,3,5,5,0,-1
818,5,5,0,3,1
819,5,0,3,9,1
820,0,3,9,2,1
821,3,9,2,6,1
822,9,2,6,2,1
823,2,6,2,10,-1
824,6,2,10,8,1
825,2,10,8,11,0
826,10,8,11,7,0
827,8,11,7,10,-1
828,11,7,10,2,1
829,7,10,2,9,1
830,10,2,9,2,1
831,2,9,2,8,1
832,9,2,8,4,-1
833,2,8,4,2,1
834,8,4,2,3,1
835,4,2,3,5,0
836,2,3,5,3,0
837,3,5,3,1,0
838,5,3,1,9,-1
839,3,1,9,11,-1
840,1,9,11,6,-1
841,9,11,6,4,-1
842,11,6,4,1,-1
843,6,4,1,10,-1
844,4,1,10,2,1
845,1,10,2,0,0
846,10,2,0,7,0
847,2,0,7,11,1
848,0,7,11,10,-1
849,7,11,10,8,1
850,11,10,8,0,-1
851,10,8,0,8,-1
852,8,0,8,3,1
853,0,8,3,1,-1
854,8,3,1,8,1
855,3,1,8,9,1
856,1,8,9,10,-1
857,8,9,10,11,0
858,9,10,11,4,-1
859,10,11,4,11,0
860,11,4,11,9,1
861,4,11,9,6,-1
862,11,9,6,1,0
863,9,6,1,11,-1
864,6,1,11,11,-1
865,1,11,11,8,1
866,11,11,8,3,-1
867,11,8,3,3,0
868,8,3,3,4,-1
869,3,3,4,10,-1
870,3,4,10,1,0
871,4,10,1,10,-1
872,10,1,10,1,0
873,1,10,1,4,1
874,10,1,4,10,1
875,1,4,10,11,-1
876,4,10,11,0,-1
877,10,11,0,1,-1
878,11,0,1,4,0
879,0,1,4,7,0
880,1,4,7,5,-1
881,4,7,5,5,1
882,7,5,5,5,-1
883,5,5,5,5,0
884,5,5,5,6,-1
885,5,5,6,7,0
886,5,6,7,2,1
887,6,7,2,7,0
888,7,2,7,2,1
889,2,7,2,10,-1
890,7,2,10,4,-1
891,2,10,4,10,-1
892,10,4,10,2,-1
893,4,10,2,7,0
894,10,2,7,6,1
895,2,7,6,5,-1
896,7,6,5,9,1
897,6,5,9,0,0
898,5,9,0,10,-1
899,9,0,10,7,1
900,0,10,7,1,0
901,10,7,1,6,-1
902,7,1,6,5,1
903,1,6,5,10,-1
904,6,5,10,10,1
905,5,10,10,7,0
906,10,10,7,1,0
907,10,7,1,7,0
908,7,1,7,1,-1
909,1,7,1,8,1
910,7,1,8,5,-1
911,1,8,5,4,-1
912,8,5,4,4,-1
913,5,4,4,6,0
914,4,4,6,3,1
915,4,6,3,9,1
916,6,3,9,3,1
917,3,9,3,5,-1
918,9,3,5,2,1
919,3,5,2,8,1
920,5,2,8,11,1
921,2,8,11,10,-1
922,8,11,10,8,1
923,11,10,8,1,0
924,10,8,1,3,1
925,8,1,3,10,-1
926,1,3,10,6,1
927,3,10,6,8,0
928,10,6,8,5,-1
929,6,8,5,2,-1
930,8,5,2,8,1
931,5,2,8,8,1
932,2,8,8,1,0
933,8,8,1,10,-1
934,8,1,10,7,0
935,1,10,7,8,1
936,10,7,8,7,-1
937,7,8,7,7,-1
938,8,7,7,3,1
939,7,7,3,3,0
940,7,3,3,0,0
941,3,3,0,11,-1
942,3,0,11,5,-1
943,0,11,5,10,-1
944,11,5,10,6,-1
945,5,10,6,8,1
946,10,6,8,5,1
947,6,8,5,1,0
948,8,5,1,3,1
949,5,1,3,5,-1
950,1,3,5,10,-1
951,3,5,10,9,1
952,5,10,9,2,-1
953,10,9,2,10,-1
954,9,2,10,1,0
955,2,10,1,2,1
956,10,1,2,11,-1
957,1,2,11,3,1
958,2,11,3,7,0
959,11,3,7,6,0
960,3,7,6,8,0
961,7,6,8,9,0
962,6,8,9,0,-1
963,8,9,0,3,1
964,9,0,3,1,0
965,0,3,1,10,-1
966,3,1,10,6,-1
967,1,10,6,11,-1
968,10,6,11,7,0
969,6,11,7,1,0
970,11,7,1,0,-1
971,7,1,0,7,1
972,1,0,7,1,0
973,0,7,1,7,0
974,7,1,7,2,1
975,1,7,2,2,1
976,7,2,2,8,-1
977,2,2,8,8,1
978,2,8,8,6,-1
979,8,8,6,9,-1
980,8,6,9,5,0
981,6,9,5,6,-1
982,9,5,6,4,-1
983,5,6,4,2,1
984,6,4,2,11,-1
985,4,2,11,8,1
986,2,11,8,3,1
987,11,8,3,2,1
988,8,3,2,11,-1
989,3,2,11,8,0
990,2,11,8,6,-1
991,11,8,6,4,1
992,8,6,4,10,1
993,6,4,10,8,1
994,4,10,8,1,-1
995,10,8,1,1,0
996,8,1,1,1,0
997,1,1,1,6,-1
998,1,1,6,4,-1
999,1,6,4,3,-1
1000,6,4,3,3,-1
1001,4,3,3,7,0
1002,3,3,7,6,0
1003,3,7,6,10,-1
1004,7,6,10,3,-1
1005,6,10,3,11,-1
1006,10,3,11,1,0
1007,3,11,1,4,-1
1008,11,1,4,9,1
1009,1,4,9,0,0
1010,4,9,0,10,-1
1011,9,0,10,5,-1
1012,0,10,5,9,1
1013,10,5,9,5,0
1014,5,9,5,10,-1
1015,9,5,10,5,-1
1016,5,10,5,11,-1
1017,10,5,11,0,-1
1018,5,11,0,1,0
1019,11,0,1,8,0
1020,0,1,8,6,0
1021,1,8,6,5,-1
1022,8,6,5,7,0
1023,6,5,7,1,0
1024,5,7,1,5,-1
1025,7,1,5,5,0
1026,1,5,5,1,0
1027,5,5,1,8,0
1028,5,1,8,7,0
1029,1,8,7,11,0
1030,8,7,11,4,0
1031,7,11,4,9,0
1032,11,4,9,5,-1
1033,4,9,5,6,-1
1034,9,5,6,3,1
1035,5,6,3,2,1
1036,6,3,2,0,-1
1037,3,2,0,6,-1
1038,2,0,6,2,1
1039,0,6,2,9,1
1040,6,2,9,9,0
1041,2,9,9,4,-1
1042,9,9,4,2,1
1043,9,4,2,0,-1
1044,4,2,0,1,-1
1045,2,0,1,1,0
1046,0,1,1,5,0
1047,1,1,5,2,-1
1048,1,5,2,10,-1
1049,5,2,10,5,-1
1050,2,10,5,5,1
1051,10,5,5,1,1
1052,5,5,1,11,-1
1053,5,1,11,9,1
1054,1,11,9,4,-1
1055,11,9,4,6,-1
1056,9,4,6,4,-1
1057,4,6,4,0,-1
1058,6,4,0,7,0
1059,4,0,7,11,-1
1060,0,7,11,8,1
1061,7,11,8,2,0
1062,11,8,2,6,0
1063,8,2,6,6,-1
1064,2,6,6,10,-1
1065,6,6,10,1,1
1066,6,10,1,11,-1
1067,10,1,11,9,1
1068,1,11,9,8,1
1069,11,9,8,5,-1
1070,9,8,5,3,1
1071,8,5,3,4,1
1072,5,3,4,4,-1
1073,3,4,4,1,0
1074,4,4,1,0,-1
1075,4,1,0,1,0
1076,1,0,1,0,-1
1077,0,1,0,2,1
1078,1,0,2,8,1
1079,0,2,8,4,-1
1080,2,8,4,2,1
1081,8,4,2,0,-1
1082,4,2,0,11,-1
1083,2,0,11,7,0
1084,0,11,7,10,-1
1085,11,7,10,11,-1
1086,7,10,11,4,-1
1087,10,11,4,5,-1
1088,11,4,5,4,0
1089,4,5,4,5,-1
1090,5,4,5,9,1
1091,4,5,9,10,1
1092,5,9,10,11,1
1093,9,10,11,4,-1
1094,10,11,4,10,-1
1095,11,4,10,11,-1
1096,4,10,11,2,1
1097,10,11,2,4,-1
1098,11,2,4,5,-1
1099,2,4,5,4,1
1100,4,5,4,11,0
1101,5,4,11,1,0
1102,4,11,1,3,0
1103,11,1,3,6,-1
1104,1,3,6,10,-1
1105,3,6,10,6,1
1106,6,10,6,2,1
1107,10,6,2,9,-1
1108,6,2,9,4,-1
1109,2,9,4,6,-1
1110,9,4,6,0,0
1111,4,6,0,5,-1
1112,6,0,5,0,-1
