,s-3,s-2,s-1,a,r
309,4,1,2,6,-1
310,1,2,6,9,1
311,2,6,9,7,-1
312,6,9,7,0,-1
313,9,7,0,10,-1
314,7,0,10,4,-1
315,0,10,4,6,-1
316,10,4,6,1,0
317,4,6,1,12,-1
318,6,1,12,12,-1
319,1,12,12,13,0
320,12,12,13,15,1
321,12,13,15,9,1
322,13,15,9,13,0
323,15,9,13,6,-1
324,9,13,6,6,-1
325,13,6,6,19,-1
326,6,6,19,17,-1
327,6,19,17,13,0
328,19,17,13,7,0
329,17,13,7,8,1
330,13,7,8,19,0
331,7,8,19,18,-1
332,8,19,18,11,-1
333,19,18,11,7,-1
334,18,11,7,15,-1
335,11,7,15,18,-1
336,7,15,18,19,0
337,15,18,19,8,1
338,18,19,8,13,0
339,19,8,13,3,1
340,8,13,3,13,0
341,13,3,13,17,-1
342,3,13,17,8,0
343,13,17,8,15,0
344,17,8,15,18,-1
345,8,15,18,13,0
346,15,18,13,13,0
347,18,13,13,15,1
348,13,13,15,13,0
349,13,15,13,3,1
350,15,13,3,15,1
351,13,3,15,17,-1
352,3,15,17,15,1
353,15,17,15,4,-1
354,17,15,4,18,0
355,15,4,18,5,-1
356,4,18,5,4,-1
357,18,5,4,18,0
358,5,4,18,8,0
359,4,18,8,7,1
360,18,8,7,8,1
361,8,7,8,2,1
362,7,8,2,13,0
363,8,2,13,8,1
364,2,13,8,9,-1
365,13,8,9,17,-1
366,8,9,17,8,1
367,9,17,8,11,-1
368,17,8,11,10,-1
369,8,11,10,6,0
370,11,10,6,7,1
371,10,6,7,5,-1
372,6,7,5,3,1
373,7,5,3,15,1
374,5,3,15,18,-1
375,3,15,18,5,-1
376,15,18,5,1,0
377,18,5,1,2,1
378,5,1,2,6,0
379,1,2,6,2,1
380,2,6,2,1,0
381,6,2,1,13,0
382,2,1,13,6,0
383,1,13,6,6,0
384,13,6,6,1,0
385,6,6,1,8,0
386,6,1,8,0,0
387,1,8,0,10,-1
388,8,0,10,3,-1
389,0,10,3,19,0
390,10,3,19,13,1
391,3,19,13,11,-1
392,19,13,11,3,1
393,13,11,3,1,-1
394,11,3,1,16,-1
395,3,1,16,7,0
396,1,16,7,0,0
397,16,7,0,12,1
398,7,0,12,10,1
399,0,12,10,3,-1
400,12,10,3,2,0
401,10,3,2,15,1
402,3,2,15,17,-1
403,2,15,17,8,1
404,15,17,8,4,-1
405,17,8,4,11,-1
406,8,4,11,2,1
407,4,11,2,17,-1
408,11,2,17,2,1
409,2,17,2,3,-1
410,17,2,3,7,0
411,2,3,7,19,-1
412,3,7,19,13,0
413,7,19,13,4,-1
414,19,13,4,2,0
415,13,4,2,5,-1
416,4,2,5,7,0
417,2,5,7,11,1
418,5,7,11,11,-1
419,7,11,11,13,0
420,11,11,13,2,1
421,11,13,2,13,-1
422,13,2,13,15,1
423,2,13,15,9,1
424,13,15,9,16,0
425,15,9,16,5,-1
426,9,16,5,16,-1
427,16,5,16,6,1
428,5,16,6,1,0
429,16,6,1,8,1
430,6,1,8,7,0
431,1,8,7,3,1
432,8,7,3,1,-1
433,7,3,1,5,-1
434,3,1,5,15,1
435,1,5,15,11,-1
436,5,15,11,13,0
437,15,11,13,9,1
438,11,13,9,5,-1
439,13,9,5,0,-1
440,9,5,0,7,0
441,5,0,7,13,-1
442,0,7,13,9,1
443,7,13,9,10,1
444,13,9,10,17,0
445,9,10,17,2,1
446,10,17,2,7,-1
447,17,2,7,9,-1
448,2,7,9,16,-1
449,7,9,16,12,-1
450,9,16,12,14,1
451,16,12,14,7,0
452,12,14,7,10,-1
453,14,7,10,1,0
454,7,10,1,19,0
455,10,1,19,18,-1
456,1,19,18,12,-1
457,19,18,12,11,-1
458,18,12,11,6,-1
459,12,11,6,15,-1
460,11,6,15,15,0
461,6,15,15,17,-1
462,15,15,17,16,0
463,15,17,16,8,1
464,17,16,8,16,-1
465,16,8,16,4,-1
466,8,16,4,12,-1
467,16,4,12,17,-1
468,4,12,17,9,0
469,12,17,9,6,-1
470,17,9,6,14,1
471,9,6,14,6,-1
472,6,14,6,2,0
473,14,6,2,15,1
474,6,2,15,13,0
475,2,15,13,16,-1
476,15,13,16,18,1
477,13,16,18,1,0
478,16,18,1,16,1
479,18,1,16,13,0
480,1,16,13,13,0
481,16,13,13,17,-1
482,13,13,17,8,1
483,13,17,8,4,-1
484,17,8,4,5,-1
485,8,4,5,15,1
486,4,5,15,17,-1
487,5,15,17,12,0
488,15,17,12,9,1
489,17,12,9,11,-1
490,12,9,11,2,1
491,9,11,2,6,-1
492,11,2,6,10,-1
493,2,6,10,16,1
494,6,10,16,10,1
495,10,16,10,0,1
496,16,10,0,7,0
497,10,0,7,6,-1
498,0,7,6,2,1
499,7,6,2,4,-1
500,6,2,4,19,1
501,2,4,19,8,1
502,4,19,8,4,1
503,19,8,4,4,-1
504,8,4,4,11,1
505,4,4,11,4,-1
506,4,11,4,2,1
507,11,4,2,3,-1
508,4,2,3,11,0
509,2,3,11,9,1
510,3,11,9,16,-1
511,11,9,16,4,-1
512,9,16,4,0,-1
513,16,4,0,12,1
514,4,0,12,4,-1
515,0,12,4,13,0
516,12,4,13,15,0
517,4,13,15,3,1
518,13,15,3,11,-1
519,15,3,11,12,-1
520,3,11,12,11,-1
521,11,12,11,5,-1
522,12,11,5,14,1
523,11,5,14,7,0
524,5,14,7,13,-1
525,14,7,13,19,0
526,7,13,19,10,-1
527,13,19,10,6,-1
528,19,10,6,1,0
529,10,6,1,2,1
530,6,1,2,6,-1
531,1,2,6,2,1
532,2,6,2,3,1
533,6,2,3,14,1
534,2,3,14,12,-1
535,3,14,12,12,0
536,14,12,12,9,1
537,12,12,9,10,-1
538,12,9,10,2,1
539,9,10,2,2,0
540,10,2,2,17,-1
541,2,2,17,2,1
542,2,17,2,0,-1
543,17,2,0,10,-1
544,2,0,10,14,1
545,0,10,14,12,0
546,10,14,12,3,1
547,14,12,3,10,-1
548,12,3,10,8,1
549,3,10,8,12,-1
550,10,8,12,4,-1
551,8,12,4,19,0
552,12,4,19,4,-1
553,4,19,4,3,1
554,19,4,3,2,1
555,4,3,2,9,1
556,3,2,9,12,-1
557,2,9,12,2,0
558,9,12,2,14,1
559,12,2,14,16,1
560,2,14,16,17,1
561,14,16,17,8,-1
562,16,17,8,8,1
563,17,8,8,14,1
564,8,8,14,10,-1
565,8,14,10,8,1
566,14,10,8,16,-1
567,10,8,16,15,0
568,8,16,15,16,-1
569,16,15,16,5,-1
570,15,16,5,0,-1
571,16,5,0,15,1
572,5,0,15,0,-1
573,0,15,0,18,-1
574,15,0,18,6,1
575,0,18,6,18,-1
576,18,6,18,15,0
577,6,18,15,16,1
578,18,15,16,9,-1
579,15,16,9,3,-1
580,16,9,3,15,1
581,9,3,15,17,-1
582,3,15,17,17,-1
583,15,17,17,0,0
584,17,17,0,7,-1
585,17,0,7,9,0
586,0,7,9,4,1
587,7,9,4,1,0
588,9,4,1,0,-1
589,4,1,0,14,1
590,1,0,14,19,0
591,0,14,19,9,-1
592,14,19,9,15,1
593,19,9,15,5,1
594,9,15,5,9,1
595,15,5,9,14,1
596,5,9,14,9,1
597,9,14,9,13,0
598,14,9,13,18,0
599,9,13,18,14,1
600,13,18,14,11,-1
601,18,14,11,16,-1
602,14,11,16,7,-1
603,11,16,7,9,-1
604,16,7,9,5,-1
605,7,9,5,16,-1
606,9,5,16,15,1
607,5,16,15,16,1
608,16,15,16,0,-1
609,15,16,0,6,-1
610,16,0,6,15,1
611,0,6,15,1,-1
612,6,15,1,14,1
613,15,1,14,3,1
614,1,14,3,9,1
615,14,3,9,15,1
616,3,9,15,7,0
617,9,15,7,3,-1
618,15,7,3,8,1
619,7,3,8,8,1
620,3,8,8,10,-1
621,8,8,10,0,-1
622,8,10,0,18,1
623,10,0,18,4,1
624,0,18,4,4,-1
625,18,4,4,12,-1
626,4,4,12,19,-1
627,4,12,19,0,-1
628,12,19,0,15,1
629,19,0,15,3,1
630,0,15,3,0,-1
631,15,3,0,15,-1
632,3,0,15,13,0
633,0,15,13,4,-1
634,15,13,4,14,1
635,13,4,14,15,-1
636,4,14,15,14,-1
637,14,15,14,15,1
638,15,14,15,2,-1
639,14,15,2,17,1
640,15,2,17,8,0
641,2,17,8,7,0
642,17,8,7,14,1
643,8,7,14,8,1
644,7,14,8,15,1
645,14,8,15,10,0
646,8,15,10,7,0
647,15,10,7,6,-1
648,10,7,6,19,0
649,7,6,19,14,1
650,6,19,14,1,0
651,19,14,1,8,1
652,14,1,8,10,-1
653,1,8,10,14,1
654,8,10,14,18,-1
655,10,14,18,11,-1
656,14,18,11,2,1
657,18,11,2,18,-1
658,11,2,18,5,-1
659,2,18,5,0,-1
660,18,5,0,6,0
661,5,0,6,11,0
662,0,6,11,17,1
663,6,11,17,0,-1
664,11,17,0,0,-1
665,17,0,0,19,0
666,0,0,19,4,-1
667,0,19,4,13,0
668,19,4,13,7,-1
669,4,13,7,6,1
670,13,7,6,16,-1
671,7,6,16,10,-1
672,6,16,10,14,0
673,16,10,14,11,-1
674,10,14,11,14,0
675,14,11,14,4,-1
676,11,14,4,15,1
677,14,4,15,1,0
678,4,15,1,12,0
679,15,1,12,7,0
680,1,12,7,1,1
681,12,7,1,12,-1
682,7,1,12,18,0
683,1,12,18,7,-1
684,12,18,7,12,-1
685,18,7,12,6,-1
686,7,12,6,1,0
687,12,6,1,8,1
688,6,1,8,16,-1
689,1,8,16,14,1
690,8,16,14,8,1
691,16,14,8,12,0
692,14,8,12,1,0
693,8,12,1,9,1
694,12,1,9,4,-1
695,1,9,4,3,1
696,9,4,3,7,0
697,4,3,7,16,-1
698,3,7,16,16,-1
699,7,16,16,6,-1
700,16,16,6,11,-1
701,16,6,11,16,1
702,6,11,16,8,1
703,11,16,8,19,-1
704,16,8,19,14,1
705,8,19,14,0,-1
706,19,14,0,12,-1
707,14,0,12,7,0
708,0,12,7,12,0
709,12,7,12,14,1
710,7,12,14,15,1
711,12,14,15,12,-1
712,14,15,12,0,0
713,15,12,0,17,0
714,12,0,17,6,0
715,0,17,6,8,-1
716,17,6,8,6,-1
717,6,8,6,13,0
718,8,6,13,0,-1
719,6,13,0,17,-1
720,13,0,17,0,-1
721,0,17,0,9,1
722,17,0,9,8,1
723,0,9,8,1,0
724,9,8,1,15,1
725,8,1,15,19,0
726,1,15,19,2,0
727,15,19,2,14,1
728,19,2,14,4,0
729,2,14,4,13,1
730,14,4,13,14,1
731,4,13,14,16,-1
732,13,14,16,18,-1
733,14,16,18,15,1
734,16,18,15,2,1
735,18,15,2,11,-1
736,15,2,11,14,1
737,2,11,14,13,-1
738,11,14,13,0,0
739,14,13,0,17,-1
740,13,0,17,14,1
741,0,17,14,12,-1
742,17,14,12,6,-1
743,14,12,6,16,1
744,12,6,16,16,-1
745,6,16,16,16,-1
746,16,16,16,9,-1
747,16,16,9,10,1
748,16,9,10,3,1
749,9,10,3,19,0
750,10,3,19,1,-1
751,3,19,1,14,0
752,19,1,14,12,-1
753,1,14,12,9,1
754,14,12,9,6,-1
755,12,9,6,10,-1
756,9,6,10,0,1
757,6,10,0,14,1
758,10,0,14,4,-1
759,0,14,4,4,1
760,14,4,4,5,-1
761,4,4,5,17,0
762,4,5,17,16,-1
763,5,17,16,6,0
764,17,16,6,1,0
765,16,6,1,1,0
766,6,1,1,13,0
767,1,1,13,2,0
768,1,13,2,6,-1
769,13,2,6,15,1
770,2,6,15,13,-1
771,6,15,13,2,1
772,15,13,2,15,1
773,13,2,15,13,0
774,2,15,13,16,-1
775,15,13,16,18,-1
776,13,16,18,3,1
777,16,18,3,18,-1
778,18,3,18,6,-1
779,3,18,6,14,1
780,18,6,14,2,0
781,6,14,2,14,1
782,14,2,14,4,-1
783,2,14,4,19,0
784,14,4,19,17,-1
785,4,19,17,4,-1
786,19,17,4,12,-1
787,17,4,12,4,0
788,4,12,4,3,1
789,12,4,3,15,-1
790,4,3,15,7,0
791,3,15,7,17,1
792,15,7,17,18,-1
793,7,17,18,19,-1
794,17,18,19,13,0
795,18,19,13,1,1
796,19,13,1,5,-1
797,13,1,5,3,1
798,1,5,3,15,0
799,5,3,15,1,0
800,3,15,1,8,1
801,15,1,8,1,0
802,1,8,1,11,1
803,8,1,11,15,-1
804,1,11,15,7,0
805,11,15,7,3,0
806,15,7,3,4,-1
807,7,3,4,8,0
808,3,4,8,10,-1
809,4,8,10,6,0
810,8,10,6,14,1
811,10,6,14,11,-1
812,6,14,11,11,-1
813,14,11,11,0,-1
814,11,11,0,17,-1
815,11,0,17,15,1
816,0,17,15,3,1
817,17,15,3,1,-1
818,15,3,1,12,1
819,3,1,12,7,0
820,1,12,7,11,-1
821,12,7,11,0,-1
822,7,11,0,4,-1
823,11,0,4,6,-1
824,0,4,6,3,-1
825,4,6,3,10,-1
826,6,3,10,5,-1
827,3,10,5,11,-1
828,10,5,11,13,0
829,5,11,13,4,-1
830,11,13,4,14,1
831,13,4,14,8,1
832,4,14,8,2,1
833,14,8,2,15,1
834,8,2,15,1,0
835,2,15,1,7,1
836,15,1,7,11,-1
837,1,7,11,15,-1
838,7,11,15,13,0
839,11,15,13,16,-1
840,15,13,16,3,1
841,13,16,3,19,-1
842,16,3,19,7,-1
843,3,19,7,9,1
844,19,7,9,17,1
845,7,9,17,2,-1
846,9,17,2,5,-1
847,17,2,5,1,0
848,2,5,1,17,1
849,5,1,17,9,-1
850,1,17,9,4,-1
851,17,9,4,18,-1
852,9,4,18,0,-1
853,4,18,0,3,-1
854,18,0,3,17,-1
855,0,3,17,19,0
856,3,17,19,7,0
857,17,19,7,7,0
858,19,7,7,13,0
859,7,7,13,5,-1
860,7,13,5,15,-1
861,13,5,15,18,-1
862,5,15,18,12,0
863,15,18,12,13,0
864,18,12,13,9,1
865,12,13,9,11,-1
866,13,9,11,6,-1
867,9,11,6,12,0
868,11,6,12,18,0
869,6,12,18,18,1
870,12,18,18,7,0
871,18,18,7,5,0
872,18,7,5,3,1
873,7,5,3,9,1
874,5,3,9,16,-1
875,3,9,16,0,-1
876,9,16,0,10,-1
877,16,0,10,19,1
878,0,10,19,17,-1
879,10,19,17,18,0
880,19,17,18,16,-1
881,17,18,16,4,1
882,18,16,4,13,0
883,16,4,13,5,-1
884,4,13,5,17,-1
885,13,5,17,6,-1
886,5,17,6,14,0
887,17,6,14,7,0
888,6,14,7,1,0
889,14,7,1,4,-1
890,7,1,4,9,0
891,1,4,9,18,-1
892,4,9,18,9,0
893,9,18,9,10,-1
894,18,9,10,14,1
895,9,10,14,10,1
896,10,14,10,1,1
897,14,10,1,1,0
898,10,1,1,16,-1
899,1,1,16,7,-1
900,1,16,7,11,-1
901,16,7,11,13,0
902,7,11,13,5,-1
903,11,13,5,7,1
904,13,5,7,0,-1
905,5,7,0,17,-1
906,7,0,17,14,-1
907,0,17,14,1,0
908,17,14,1,0,-1
909,14,1,0,14,1
910,1,0,14,12,-1
911,0,14,12,0,-1
912,14,12,0,11,-1
913,12,0,11,0,-1
914,0,11,0,1,0
915,11,0,1,19,0
916,0,1,19,16,-1
917,1,19,16,18,-1
918,19,16,18,7,0
919,16,18,7,19,0
920,18,7,19,15,1
921,7,19,15,12,-1
922,19,15,12,9,1
923,15,12,9,14,1
924,12,9,14,17,0
925,9,14,17,16,1
926,14,17,16,7,0
927,17,16,7,4,-1
928,16,7,4,10,-1
929,7,4,10,8,1
930,4,10,8,19,0
931,10,8,19,4,-1
932,8,19,4,15,1
933,19,4,15,10,-1
934,4,15,10,15,1
935,15,10,15,7,0
936,10,15,7,19,1
937,15,7,19,11,0
938,7,19,11,5,0
939,19,11,5,15,-1
940,11,5,15,12,-1
941,5,15,12,14,1
942,15,12,14,15,1
943,12,14,15,6,-1
944,14,15,6,19,0
945,15,6,19,16,-1
946,6,19,16,5,-1
947,19,16,5,2,1
948,16,5,2,18,-1
949,5,2,18,19,0
950,2,18,19,8,-1
951,18,19,8,16,-1
952,19,8,16,6,-1
953,8,16,6,0,-1
954,16,6,0,19,0
955,6,0,19,19,0
956,0,19,19,18,-1
957,19,19,18,11,-1
958,19,18,11,18,-1
959,18,11,18,10,-1
960,11,18,10,13,-1
961,18,10,13,7,0
962,10,13,7,5,-1
963,13,7,5,10,-1
964,7,5,10,3,1
965,5,10,3,10,-1
966,10,3,10,3,-1
967,3,10,3,16,-1
968,10,3,16,4,-1
969,3,16,4,15,1
970,16,4,15,18,1
971,4,15,18,16,1
972,15,18,16,4,-1
973,18,16,4,15,1
974,16,4,15,12,-1
975,4,15,12,18,-1
976,15,12,18,14,1
977,12,18,14,3,1
978,18,14,3,3,-1
979,14,3,3,8,1
980,3,3,8,12,1
981,3,8,12,5,-1
982,8,12,5,6,0
983,12,5,6,17,0
984,5,6,17,13,1
985,6,17,13,18,-1
986,17,13,18,4,1
987,13,18,4,14,1
988,18,4,14,19,0
989,4,14,19,17,-1
990,14,19,17,6,0
991,19,17,6,13,-1
992,17,6,13,9,-1
993,6,13,9,10,1
994,13,9,10,0,-1
995,9,10,0,11,0
996,10,0,11,11,-1
997,0,11,11,17,-1
998,11,11,17,5,-1
999,11,17,5,19,0
1000,17,5,19,18,-1
1001,5,19,18,9,1
1002,19,18,9,4,-1
1003,18,9,4,18,0
1004,9,4,18,8,-1
1005,4,18,8,8,-1
1006,18,8,8,14,0
1007,8,8,14,1,0
1008,8,14,1,1,0
1009,14,1,1,9,1
1010,1,1,9,2,1
1011,1,9,2,4,-1
1012,9,2,4,16,-1
1013,2,4,16,10,-1
1014,4,16,10,16,-1
1015,16,10,16,12,-1
1016,10,16,12,2,1
1017,16,12,2,13,0
1018,12,2,13,12,-1
1019,2,13,12,19,0
1020,13,12,19,2,1
1021,12,19,2,11,1
1022,19,2,11,4,-1
1023,2,11,4,17,-1
1024,11,4,17,10,1
1025,4,17,10,13,0
1026,17,10,13,7,0
1027,10,13,7,16,-1
1028,13,7,16,18,-1
1029,7,16,18,13,0
1030,16,18,13,13,0
1031,18,13,13,1,-1
1032,13,13,1,2,1
1033,13,1,2,8,-1
1034,1,2,8,7,-1
1035,2,8,7,3,1
1036,8,7,3,4,-1
1037,7,3,4,4,-1
1038,3,4,4,0,-1
1039,4,4,0,18,-1
1040,4,0,18,5,0
1041,0,18,5,13,0
1042,18,5,13,4,-1
1043,5,13,4,3,0
1044,13,4,3,13,0
1045,4,3,13,0,0
1046,3,13,0,6,-1
1047,13,0,6,6,-1
1048,0,6,6,15,1
1049,6,6,15,13,0
1050,6,15,13,10,-1
1051,15,13,10,11,-1
1052,13,10,11,1,0
1053,10,11,1,19,0
1054,11,1,19,18,-1
1055,1,19,18,4,-1
1056,19,18,4,15,1
1057,18,4,15,13,-1
1058,4,15,13,17,0
1059,15,13,17,6,-1
1060,13,17,6,12,-1
1061,17,6,12,1,0
1062,6,12,1,12,-1
1063,12,1,12,15,1
1064,1,12,15,12,-1
1065,12,15,12,15,1
1066,15,12,15,8,1
1067,12,15,8,10,-1
1068,15,8,10,15,-1
1069,8,10,15,0,0
1070,10,15,0,18,-1
1071,15,0,18,10,-1
1072,0,18,10,2,1
1073,18,10,2,15,0
1074,10,2,15,9,-1
1075,2,15,9,10,-1
1076,15,9,10,12,-1
1077,9,10,12,8,1
1078,10,12,8,8,1
1079,12,8,8,12,-1
1080,8,8,12,4,-1
1081,8,12,4,12,0
1082,12,4,12,1,0
1083,4,12,1,7,0
1084,12,1,7,0,-1
1085,1,7,0,18,-1
1086,7,0,18,7,0
1087,0,18,7,10,-1
1088,18,7,10,12,-1
1089,7,10,12,9,0
1090,10,12,9,19,1
1091,12,9,19,6,-1
1092,9,19,6,8,1
1093,19,6,8,14,-1
1094,6,8,14,13,0
1095,8,14,13,18,-1
1096,14,13,18,9,-1
1097,13,18,9,17,-1
1098,18,9,17,6,-1
1099,9,17,6,2,0
1100,17,6,2,7,0
1101,6,2,7,3,1
1102,2,7,3,8,-1
1103,7,3,8,8,1
1104,3,8,8,17,1
1105,8,8,17,9,1
1106,8,17,9,4,-1
1107,17,9,4,9,1
1108,9,4,9,17,-1
1109,4,9,17,2,1
1110,9,17,2,8,1
1111,17,2,8,1,-1
